player_id,hero_name,map_name,map_winrate
.Tanooki.,Mantis,Hell's Heaven,1.0
.Tanooki.,Mantis,Krakoa,1.0
.Tanooki.,Mantis,Yggdrasill Path,1.0
.Tanooki.,Namor,Krakoa,1.0
.Tanooki.,Phoenix,Hall Of Djalia,0.0
.Tanooki.,Phoenix,Midtown,1.0
.Tanooki.,Squirrel Girl,Arakko,1.0
.Tanooki.,Storm,Yggdrasill Path,0.0
100T Lopez,Bruce Banner,Yggdrasill Path,1.0
100T Lopez,Captain America,Central Park,1.0
100T Lopez,Groot,Arakko,0.6666666666666666
100T Lopez,Groot,Birnin T'Challa,1.0
100T Lopez,Groot,Celestial Husk,1.0
100T Lopez,Groot,Central Park,0.6666666666666666
100T Lopez,Groot,Hall Of Djalia,1.0
100T Lopez,Groot,Heart Of Heaven,1.0
100T Lopez,Groot,Hell's Heaven,0.0
100T Lopez,Groot,Spider-Islands,1.0
100T Lopez,Groot,Symbiotic Surface,1.0
100T Lopez,Groot,Yggdrasill Path,0.0
100T Lopez,Magneto,Celestial Husk,0.0
100T Lopez,Magneto,Hell's Heaven,1.0
100T Lopez,The Thing,Midtown,1.0
100T Lopez,The Thing,Spider-Islands,1.0
100T TTK,Angela,Arakko,1.0
100T TTK,Angela,Heart Of Heaven,1.0
100T TTK,Angela,Hell's Heaven,0.5
100T TTK,Angela,Krakoa,0.0
100T TTK,Angela,Midtown,0.0
100T TTK,Emma Frost,Birnin T'Challa,1.0
100T TTK,Emma Frost,Celestial Husk,1.0
100T TTK,Emma Frost,Hall Of Djalia,1.0
100T TTK,Emma Frost,Heart Of Heaven,1.0
100T TTK,Emma Frost,Krakoa,0.5
100T TTK,Emma Frost,Midtown,1.0
100T TTK,Emma Frost,Spider-Islands,1.0
100T TTK,Emma Frost,Yggdrasill Path,0.0
100T TTK,Magneto,Celestial Husk,1.0
100T TTK,Magneto,Heart Of Heaven,1.0
100T TTK,Magneto,Spider-Islands,0.0
1Ø0,Gambit,Heart Of Heaven,1.0
1Ø0,Gambit,Midtown,0.0
1Ø0,Hela,Arakko,1.0
1Ø0,Hela,Central Park,1.0
1Ø0,Hela,Symbiotic Surface,0.0
1Ø0,Hela,Yggdrasill Path,0.0
1Ø0,Phoenix,Arakko,1.0
1Ø0,Phoenix,Birnin T'Challa,0.5
1Ø0,Phoenix,Central Park,1.0
1Ø0,Phoenix,Hell's Heaven,0.3333333333333333
1Ø0,Phoenix,Krakoa,1.0
1Ø0,Phoenix,Midtown,0.5
1Ø0,Phoenix,Spider-Islands,1.0
1Ø0,Phoenix,Symbiotic Surface,1.0
1Ø0,Psylocke,Celestial Husk,1.0
1Ø0,Psylocke,Heart Of Heaven,0.0
1Ø0,Star-Lord,Central Park,1.0
1Ø0,Star-Lord,Yggdrasill Path,0.0
2025 respect,Emma Frost,Heart Of Heaven,1.0
2025 respect,Emma Frost,Symbiotic Surface,1.0
2025 respect,Emma Frost,Yggdrasill Path,0.0
2025 respect,Gambit,Heart Of Heaven,0.5
2025 respect,Gambit,Yggdrasill Path,1.0
2025 respect,Invisible Woman,Krakoa,0.0
2025 respect,Jeff The Land Shark,Central Park,1.0
2025 respect,Jeff The Land Shark,Spider-Islands,1.0
2025 respect,Loki,Arakko,1.0
2025 respect,Loki,Celestial Husk,1.0
2025 respect,Loki,Central Park,0.0
2025 respect,Loki,Heart Of Heaven,0.0
2025 respect,Loki,Krakoa,1.0
2025 respect,Loki,Midtown,1.0
2025 respect,Magneto,Hell's Heaven,0.0
2025 respect,Magneto,Krakoa,0.0
2025 respect,Magneto,Symbiotic Surface,1.0
2025 respect,Magneto,Yggdrasill Path,0.0
2025 respect,Moon Knight,Arakko,1.0
2025 respect,Moon Knight,Hell's Heaven,1.0
2025 respect,Moon Knight,Midtown,1.0
2025 respect,Psylocke,Arakko,1.0
2025 respect,Rocket Raccoon,Heart Of Heaven,1.0
6DABi,Gambit,Arakko,0.5
6DABi,Gambit,Birnin T'Challa,0.0
6DABi,Gambit,Celestial Husk,1.0
6DABi,Gambit,Central Park,0.0
6DABi,Gambit,Hall Of Djalia,1.0
6DABi,Gambit,Heart Of Heaven,1.0
6DABi,Gambit,Hell's Heaven,1.0
6DABi,Gambit,Krakoa,1.0
6DABi,Gambit,Spider-Islands,1.0
6DABi,Gambit,Symbiotic Surface,1.0
6DABi,Gambit,Yggdrasill Path,1.0
6DABi,Invisible Woman,Arakko,1.0
6DABi,Invisible Woman,Midtown,1.0
6DABi,Invisible Woman,Spider-Islands,0.0
6DABi,Loki,Central Park,1.0
6DABi,Loki,Hall Of Djalia,1.0
6DABi,Magneto,Arakko,1.0
6DABi,Magneto,Hall Of Djalia,0.0
6DABi,Magneto,Hell's Heaven,1.0
6DABi,Mantis,Central Park,1.0
6DABi,Venom,Birnin T'Challa,0.0
7second',Emma Frost,Hell's Heaven,1.0
7second',Emma Frost,Yggdrasill Path,1.0
7second',Gambit,Arakko,1.0
7second',Gambit,Central Park,1.0
7second',Gambit,Heart Of Heaven,1.0
7second',Gambit,Krakoa,1.0
7second',Gambit,Midtown,1.0
7second',Gambit,Spider-Islands,1.0
7second',Gambit,Symbiotic Surface,1.0
7second',Invisible Woman,Birnin T'Challa,1.0
7second',Invisible Woman,Hall Of Djalia,1.0
7second',Invisible Woman,Heart Of Heaven,0.5
7second',Invisible Woman,Hell's Heaven,1.0
7second',Invisible Woman,Midtown,1.0
7second',Invisible Woman,Yggdrasill Path,1.0
7second',Loki,Central Park,1.0
7second',Loki,Hell's Heaven,1.0
7second',Luna Snow,Hall Of Djalia,1.0
7second',Luna Snow,Krakoa,0.0
7second',Luna Snow,Midtown,0.0
7second',Luna Snow,Spider-Islands,1.0
7second',Magneto,Hell's Heaven,1.0
7second',Mantis,Celestial Husk,0.0
Ahns,Hela,Birnin T'Challa,0.0
Ahns,Hela,Midtown,1.0
Ahns,Hela,Spider-Islands,0.0
Ahns,Magneto,Central Park,1.0
Ahns,Mantis,Krakoa,1.0
Ahns,Phoenix,Arakko,0.0
Ahns,Phoenix,Birnin T'Challa,0.5
Ahns,Phoenix,Celestial Husk,0.5
Ahns,Phoenix,Central Park,1.0
Ahns,Phoenix,Hall Of Djalia,1.0
Ahns,Phoenix,Hell's Heaven,1.0
Ahns,Phoenix,Krakoa,1.0
Ahns,Phoenix,Spider-Islands,1.0
Ahns,Phoenix,Symbiotic Surface,1.0
Ahns,Phoenix,Yggdrasill Path,1.0
Ahns,Psylocke,Central Park,1.0
Ahns,Psylocke,Heart Of Heaven,0.0
Ahns,Psylocke,Yggdrasill Path,0.0
Ahns,Star-Lord,Central Park,0.0
Ahns,Star-Lord,Heart Of Heaven,1.0
Ahns,Star-Lord,Midtown,1.0
Aleix1RP,Angela,Hell's Heaven,0.0
Aleix1RP,Gambit,Celestial Husk,1.0
Aleix1RP,Gambit,Central Park,0.0
Aleix1RP,Gambit,Hall Of Djalia,1.0
Aleix1RP,Gambit,Heart Of Heaven,1.0
Aleix1RP,Gambit,Krakoa,0.0
Aleix1RP,Gambit,Spider-Islands,1.0
Aleix1RP,Gambit,Yggdrasill Path,0.0
Aleix1RP,Invisible Woman,Arakko,1.0
Aleix1RP,Loki,Birnin T'Challa,1.0
Aleix1RP,Loki,Celestial Husk,1.0
Aleix1RP,Luna Snow,Symbiotic Surface,1.0
Aleix1RP,Mantis,Celestial Husk,0.0
Aleix1RP,Mantis,Central Park,0.0
Aleix1RP,Mantis,Heart Of Heaven,0.0
Aleix1RP,Mantis,Krakoa,1.0
Aleix1RP,Mantis,Spider-Islands,1.0
Aleix1RP,Phoenix,Heart Of Heaven,0.0
Aleix1RP,Rocket Raccoon,Birnin T'Challa,1.0
Aleix1RP,Rocket Raccoon,Hall Of Djalia,0.0
Aleix1RP,Rocket Raccoon,Krakoa,1.0
Aleix1RP,Rocket Raccoon,Midtown,0.0
Aleix1RP,Rocket Raccoon,Spider-Islands,1.0
AsmallChicken,Daredevil,Birnin T'Challa,0.0
AsmallChicken,Daredevil,Celestial Husk,1.0
AsmallChicken,Daredevil,Central Park,1.0
AsmallChicken,Daredevil,Hall Of Djalia,1.0
AsmallChicken,Daredevil,Krakoa,0.5
AsmallChicken,Daredevil,Yggdrasill Path,1.0
AsmallChicken,Doctor Strange,Hall Of Djalia,0.0
AsmallChicken,Emma Frost,Central Park,1.0
AsmallChicken,Emma Frost,Heart Of Heaven,1.0
AsmallChicken,Emma Frost,Hell's Heaven,1.0
AsmallChicken,Emma Frost,Krakoa,1.0
AsmallChicken,Emma Frost,Midtown,1.0
AsmallChicken,Emma Frost,Symbiotic Surface,1.0
AsmallChicken,Gambit,Midtown,1.0
AsmallChicken,Luna Snow,Krakoa,0.0
AsmallChicken,Magik,Celestial Husk,1.0
AsmallChicken,Magik,Spider-Islands,1.0
AsmallChicken,Magneto,Celestial Husk,1.0
AsmallChicken,Magneto,Heart Of Heaven,0.0
AsmallChicken,Magneto,Hell's Heaven,1.0
Astomarpy,Angela,Birnin T'Challa,0.0
Astomarpy,Angela,Hell's Heaven,1.0
Astomarpy,Daredevil,Central Park,0.0
Astomarpy,Emma Frost,Hall Of Djalia,1.0
Astomarpy,Gambit,Yggdrasill Path,1.0
Astomarpy,Groot,Arakko,1.0
Astomarpy,Groot,Birnin T'Challa,0.0
Astomarpy,Groot,Heart Of Heaven,0.5
Astomarpy,Groot,Krakoa,1.0
Astomarpy,Loki,Celestial Husk,0.0
Astomarpy,Loki,Yggdrasill Path,1.0
Astomarpy,Magneto,Birnin T'Challa,0.0
Astomarpy,Magneto,Celestial Husk,1.0
Astomarpy,Magneto,Hall Of Djalia,0.6666666666666666
Astomarpy,Magneto,Heart Of Heaven,0.0
Astomarpy,Magneto,Hell's Heaven,1.0
Astomarpy,Magneto,Spider-Islands,0.0
Astomarpy,Mantis,Hell's Heaven,1.0
Astomarpy,Rocket Raccoon,Heart Of Heaven,1.0
Astomarpy,Venom,Arakko,1.0
Astomarpy,Venom,Krakoa,1.0
Atlas2Much,Cloak & Dagger,Central Park,1.0
Atlas2Much,Moon Knight,Symbiotic Surface,1.0
Atlas2Much,Rocket Raccoon,Midtown,1.0
Atlas2Much,Rocket Raccoon,Symbiotic Surface,0.0
Atlas2Much,Spider-Man,Arakko,1.0
Atlas2Much,Spider-Man,Birnin T'Challa,1.0
Atlas2Much,Spider-Man,Celestial Husk,0.5
Atlas2Much,Spider-Man,Central Park,0.0
Atlas2Much,Spider-Man,Hall Of Djalia,1.0
Atlas2Much,Spider-Man,Heart Of Heaven,0.0
Atlas2Much,Spider-Man,Hell's Heaven,1.0
Atlas2Much,Spider-Man,Krakoa,1.0
Atlas2Much,Spider-Man,Midtown,1.0
Atlas2Much,Spider-Man,Spider-Islands,0.0
Atlas2Much,Spider-Man,Symbiotic Surface,0.0
Atlas2Much,Spider-Man,Yggdrasill Path,1.0
Atlas2Much,The Punisher,Hall Of Djalia,1.0
Ayanokоji,Emma Frost,Celestial Husk,1.0
Ayanokоji,Gambit,Arakko,1.0
Ayanokоji,Gambit,Birnin T'Challa,1.0
Ayanokоji,Gambit,Hell's Heaven,0.0
Ayanokоji,Gambit,Spider-Islands,1.0
Ayanokоji,Gambit,Symbiotic Surface,0.0
Ayanokоji,Gambit,Yggdrasill Path,1.0
Ayanokоji,Invisible Woman,Celestial Husk,0.5
Ayanokоji,Invisible Woman,Krakoa,1.0
Ayanokоji,Invisible Woman,Spider-Islands,1.0
Ayanokоji,Invisible Woman,Symbiotic Surface,0.0
Ayanokоji,Jeff The Land Shark,Heart Of Heaven,1.0
Ayanokоji,Jeff The Land Shark,Hell's Heaven,1.0
Ayanokоji,Jeff The Land Shark,Midtown,0.0
Ayanokоji,Loki,Birnin T'Challa,1.0
Ayanokоji,Loki,Heart Of Heaven,0.5
Ayanokоji,Loki,Krakoa,1.0
Ayanokоji,Loki,Yggdrasill Path,1.0
Ayanokоji,Magneto,Hall Of Djalia,0.0
Ayanokоji,Mantis,Heart Of Heaven,0.0
Ayanokоji,Winter Soldier,Arakko,0.0
B4reBackObama,Hela,Birnin T'Challa,1.0
B4reBackObama,Phoenix,Arakko,0.5
B4reBackObama,Phoenix,Celestial Husk,0.5
B4reBackObama,Phoenix,Hall Of Djalia,1.0
B4reBackObama,Phoenix,Heart Of Heaven,0.6666666666666666
B4reBackObama,Phoenix,Hell's Heaven,0.0
B4reBackObama,Phoenix,Midtown,0.5
B4reBackObama,Phoenix,Spider-Islands,0.6666666666666666
B4reBackObama,Phoenix,Symbiotic Surface,1.0
B4reBackObama,Psylocke,Hall Of Djalia,1.0
B4reBackObama,Psylocke,Heart Of Heaven,1.0
B4reBackObama,Psylocke,Symbiotic Surface,1.0
B4reBackObama,Psylocke,Yggdrasill Path,0.0
B4reBackObama,Winter Soldier,Birnin T'Challa,1.0
B4reBackObama,Winter Soldier,Midtown,1.0
BadGDPlayer,Angela,Arakko,1.0
BadGDPlayer,Angela,Birnin T'Challa,0.0
BadGDPlayer,Angela,Central Park,1.0
BadGDPlayer,Angela,Hell's Heaven,1.0
BadGDPlayer,Angela,Spider-Islands,0.3333333333333333
BadGDPlayer,Bruce Banner,Arakko,1.0
BadGDPlayer,Bruce Banner,Birnin T'Challa,0.0
BadGDPlayer,Bruce Banner,Celestial Husk,0.5
BadGDPlayer,Bruce Banner,Central Park,0.5
BadGDPlayer,Bruce Banner,Hall Of Djalia,1.0
BadGDPlayer,Bruce Banner,Heart Of Heaven,0.6666666666666666
BadGDPlayer,Bruce Banner,Krakoa,0.5
BadGDPlayer,Bruce Banner,Midtown,0.6666666666666666
BadGDPlayer,Bruce Banner,Yggdrasill Path,1.0
Bayonettа,Captain America,Celestial Husk,1.0
Bayonettа,Emma Frost,Celestial Husk,1.0
Bayonettа,Gambit,Celestial Husk,0.0
Bayonettа,Gambit,Krakoa,1.0
Bayonettа,Gambit,Midtown,1.0
Bayonettа,Gambit,Yggdrasill Path,1.0
Bayonettа,Invisible Woman,Arakko,1.0
Bayonettа,Invisible Woman,Hall Of Djalia,0.0
Bayonettа,Invisible Woman,Midtown,1.0
Bayonettа,Luna Snow,Yggdrasill Path,0.0
Bayonettа,Magneto,Celestial Husk,0.5
Bayonettа,Magneto,Central Park,1.0
Bayonettа,Magneto,Heart Of Heaven,0.5
Bayonettа,Magneto,Hell's Heaven,1.0
Bayonettа,Magneto,Krakoa,0.0
Bayonettа,Magneto,Spider-Islands,1.0
Bayonettа,Magneto,Symbiotic Surface,0.0
Bayonettа,Magneto,Yggdrasill Path,0.0
Bayonettа,Phoenix,Central Park,0.0
Bayonettа,Phoenix,Hall Of Djalia,0.0
Bayonettа,Psylocke,Krakoa,1.0
Bayonettа,Winter Soldier,Arakko,1.0
Bayonettа,Winter Soldier,Hell's Heaven,1.0
BichiyaI,Cloak & Dagger,Hall Of Djalia,0.0
BichiyaI,Jeff The Land Shark,Birnin T'Challa,1.0
BichiyaI,Jeff The Land Shark,Celestial Husk,0.5
BichiyaI,Jeff The Land Shark,Central Park,1.0
BichiyaI,Jeff The Land Shark,Hall Of Djalia,0.6666666666666666
BichiyaI,Jeff The Land Shark,Heart Of Heaven,0.0
BichiyaI,Jeff The Land Shark,Hell's Heaven,0.5
BichiyaI,Jeff The Land Shark,Krakoa,1.0
BichiyaI,Jeff The Land Shark,Midtown,1.0
BichiyaI,Jeff The Land Shark,Yggdrasill Path,1.0
BichiyaI,Rocket Raccoon,Hell's Heaven,1.0
BichiyaI,Rocket Raccoon,Yggdrasill Path,0.5
Blame my ex,Cloak & Dagger,Birnin T'Challa,1.0
Blame my ex,Cloak & Dagger,Krakoa,1.0
Blame my ex,Cloak & Dagger,Symbiotic Surface,0.0
Blame my ex,Emma Frost,Krakoa,0.0
Blame my ex,Gambit,Arakko,0.0
Blame my ex,Gambit,Birnin T'Challa,0.0
Blame my ex,Gambit,Celestial Husk,1.0
Blame my ex,Gambit,Central Park,0.0
Blame my ex,Gambit,Hall Of Djalia,1.0
Blame my ex,Gambit,Heart Of Heaven,0.0
Blame my ex,Gambit,Spider-Islands,1.0
Blame my ex,Gambit,Yggdrasill Path,1.0
Blame my ex,Invisible Woman,Arakko,0.0
Blame my ex,Invisible Woman,Krakoa,1.0
Blame my ex,Invisible Woman,Spider-Islands,0.0
Blame my ex,Loki,Heart Of Heaven,1.0
Blame my ex,Loki,Krakoa,1.0
Blame my ex,Loki,Midtown,1.0
Blame my ex,Loki,Spider-Islands,0.0
Blame my ex,Loki,Symbiotic Surface,0.0
Blame my ex,Mantis,Celestial Husk,0.0
Blame my ex,Star-Lord,Arakko,1.0
BxbyHarley,Gambit,Heart Of Heaven,0.0
BxbyHarley,Gambit,Krakoa,1.0
BxbyHarley,Invisible Woman,Arakko,0.0
BxbyHarley,Invisible Woman,Birnin T'Challa,1.0
BxbyHarley,Invisible Woman,Celestial Husk,1.0
BxbyHarley,Invisible Woman,Central Park,1.0
BxbyHarley,Invisible Woman,Heart Of Heaven,0.0
BxbyHarley,Invisible Woman,Hell's Heaven,1.0
BxbyHarley,Invisible Woman,Spider-Islands,0.5
BxbyHarley,Invisible Woman,Yggdrasill Path,1.0
BxbyHarley,Loki,Krakoa,1.0
BxbyHarley,Luna Snow,Hall Of Djalia,0.0
BxbyHarley,Luna Snow,Heart Of Heaven,1.0
BxbyHarley,Luna Snow,Krakoa,0.0
BxbyHarley,Luna Snow,Midtown,1.0
BxbyHarley,Luna Snow,Spider-Islands,1.0
BxbyHarley,Luna Snow,Symbiotic Surface,0.5
BxbyHarley,Luna Snow,Yggdrasill Path,0.5
BxbyHarley,Rocket Raccoon,Central Park,0.0
CH0MBLE,Captain America,Arakko,0.0
CH0MBLE,Captain America,Celestial Husk,0.6666666666666666
CH0MBLE,Captain America,Hell's Heaven,0.0
CH0MBLE,Captain America,Krakoa,1.0
CH0MBLE,Captain America,Spider-Islands,1.0
CH0MBLE,Captain America,Symbiotic Surface,1.0
CH0MBLE,Groot,Arakko,0.0
CH0MBLE,Groot,Hell's Heaven,1.0
CH0MBLE,Groot,Krakoa,0.0
CH0MBLE,Groot,Symbiotic Surface,0.0
CH0MBLE,Magneto,Hall Of Djalia,0.6666666666666666
CH0MBLE,Magneto,Heart Of Heaven,0.0
CH0MBLE,Magneto,Midtown,1.0
CH0MBLE,Magneto,Spider-Islands,0.0
CH0MBLE,Magneto,Yggdrasill Path,1.0
CH0MBLE,The Thing,Spider-Islands,0.0
CH0MBLE,Venom,Birnin T'Challa,0.0
CH0MBLE,Venom,Heart Of Heaven,0.0
CH0MBLE,Venom,Spider-Islands,0.0
CH0MBLE,Venom,Symbiotic Surface,1.0
CIio,Cloak & Dagger,Hall Of Djalia,1.0
CIio,Cloak & Dagger,Spider-Islands,1.0
CIio,Gambit,Central Park,0.5
CIio,Gambit,Heart Of Heaven,1.0
CIio,Gambit,Hell's Heaven,1.0
CIio,Gambit,Krakoa,1.0
CIio,Invisible Woman,Central Park,1.0
CIio,Invisible Woman,Hall Of Djalia,0.0
CIio,Invisible Woman,Heart Of Heaven,1.0
CIio,Invisible Woman,Hell's Heaven,1.0
CIio,Invisible Woman,Midtown,0.3333333333333333
CIio,Invisible Woman,Spider-Islands,1.0
CIio,Invisible Woman,Symbiotic Surface,1.0
CIio,Invisible Woman,Yggdrasill Path,1.0
CIio,Luna Snow,Birnin T'Challa,1.0
CIio,Luna Snow,Spider-Islands,0.0
CIio,Magneto,Midtown,0.0
CIio,Rocket Raccoon,Arakko,1.0
CIio,The Thing,Birnin T'Challa,0.0
CTG pølly,Angela,Arakko,0.0
CTG pølly,Captain America,Birnin T'Challa,0.0
CTG pølly,Captain America,Central Park,1.0
CTG pølly,Captain America,Hall Of Djalia,1.0
CTG pølly,Captain America,Krakoa,1.0
CTG pølly,Captain America,Spider-Islands,1.0
CTG pølly,Captain America,Yggdrasill Path,1.0
CTG pølly,Emma Frost,Birnin T'Challa,1.0
CTG pølly,Emma Frost,Heart Of Heaven,1.0
CTG pølly,Emma Frost,Hell's Heaven,1.0
CTG pølly,Emma Frost,Krakoa,0.0
CTG pølly,Emma Frost,Spider-Islands,0.0
CTG pølly,Groot,Central Park,0.0
CTG pølly,Groot,Heart Of Heaven,1.0
CTG pølly,Groot,Hell's Heaven,0.0
CTG pølly,Groot,Symbiotic Surface,1.0
CTG pølly,Magneto,Celestial Husk,1.0
CTG pølly,Magneto,Hall Of Djalia,1.0
CTG pølly,Magneto,Krakoa,0.0
CTG pølly,Magneto,Yggdrasill Path,1.0
CTG pølly,Mantis,Hell's Heaven,0.0
CTG pølly,Mantis,Midtown,1.0
CTG pølly,Venom,Birnin T'Challa,0.0
CaptainIcеland,Angela,Celestial Husk,1.0
CaptainIcеland,Angela,Central Park,0.0
CaptainIcеland,Angela,Spider-Islands,1.0
CaptainIcеland,Captain America,Arakko,1.0
CaptainIcеland,Captain America,Central Park,0.0
CaptainIcеland,Captain America,Hell's Heaven,1.0
CaptainIcеland,Captain America,Krakoa,1.0
CaptainIcеland,Doctor Strange,Symbiotic Surface,1.0
CaptainIcеland,Emma Frost,Arakko,1.0
CaptainIcеland,Emma Frost,Heart Of Heaven,1.0
CaptainIcеland,Emma Frost,Spider-Islands,1.0
CaptainIcеland,Emma Frost,Symbiotic Surface,0.5
CaptainIcеland,Groot,Arakko,1.0
CaptainIcеland,Groot,Celestial Husk,1.0
CaptainIcеland,Groot,Krakoa,0.0
CaptainIcеland,Groot,Midtown,1.0
CaptainIcеland,Groot,Spider-Islands,0.5
CaptainIcеland,Groot,Yggdrasill Path,0.0
CaptainIcеland,Hela,Hall Of Djalia,1.0
CaptainIcеland,Magneto,Arakko,0.0
CaptainIcеland,Thor,Birnin T'Challa,1.0
CaptainRex.,Captain America,Celestial Husk,1.0
CaptainRex.,Captain America,Krakoa,0.0
CaptainRex.,Captain America,Midtown,1.0
CaptainRex.,Doctor Strange,Central Park,1.0
CaptainRex.,Emma Frost,Arakko,1.0
CaptainRex.,Emma Frost,Hell's Heaven,0.0
CaptainRex.,Emma Frost,Spider-Islands,1.0
CaptainRex.,Emma Frost,Yggdrasill Path,1.0
CaptainRex.,Groot,Arakko,1.0
CaptainRex.,Groot,Birnin T'Challa,0.5
CaptainRex.,Groot,Central Park,1.0
CaptainRex.,Groot,Hall Of Djalia,1.0
CaptainRex.,Groot,Heart Of Heaven,0.0
CaptainRex.,Groot,Hell's Heaven,1.0
CaptainRex.,Groot,Krakoa,0.0
CaptainRex.,Groot,Midtown,1.0
CaptainRex.,Groot,Symbiotic Surface,1.0
CaptainRex.,Hela,Birnin T'Challa,1.0
CaptainRex.,Magneto,Hell's Heaven,0.0
CaptainRex.,Peni Parker,Symbiotic Surface,1.0
CaptainRex.,Winter Soldier,Heart Of Heaven,1.0
CeeDubTee,Captain America,Birnin T'Challa,1.0
CeeDubTee,Emma Frost,Krakoa,0.0
CeeDubTee,Emma Frost,Midtown,1.0
CeeDubTee,Emma Frost,Spider-Islands,1.0
CeeDubTee,Emma Frost,Symbiotic Surface,1.0
CeeDubTee,Emma Frost,Yggdrasill Path,0.0
CeeDubTee,Groot,Birnin T'Challa,0.5
CeeDubTee,Groot,Celestial Husk,1.0
CeeDubTee,Groot,Central Park,1.0
CeeDubTee,Groot,Hall Of Djalia,0.0
CeeDubTee,Groot,Heart Of Heaven,0.5
CeeDubTee,Groot,Hell's Heaven,0.0
CeeDubTee,Groot,Midtown,1.0
CeeDubTee,Groot,Spider-Islands,0.6666666666666666
CeeDubTee,Groot,Symbiotic Surface,0.0
CeeDubTee,Groot,Yggdrasill Path,1.0
CeeDubTee,Luna Snow,Hell's Heaven,0.0
CeeDubTee ALT,Emma Frost,Arakko,0.0
CeeDubTee ALT,Emma Frost,Heart Of Heaven,0.0
CeeDubTee ALT,Emma Frost,Midtown,1.0
CeeDubTee ALT,Emma Frost,Symbiotic Surface,1.0
CeeDubTee ALT,Emma Frost,Yggdrasill Path,1.0
CeeDubTee ALT,Gambit,Heart Of Heaven,1.0
CeeDubTee ALT,Groot,Arakko,0.0
CeeDubTee ALT,Groot,Birnin T'Challa,1.0
CeeDubTee ALT,Groot,Celestial Husk,0.4
CeeDubTee ALT,Groot,Central Park,1.0
CeeDubTee ALT,Groot,Hall Of Djalia,0.0
CeeDubTee ALT,Groot,Heart Of Heaven,0.3333333333333333
CeeDubTee ALT,Groot,Hell's Heaven,1.0
CeeDubTee ALT,Groot,Krakoa,0.0
CeeDubTee ALT,Groot,Midtown,1.0
CeeDubTee ALT,Groot,Spider-Islands,0.5
