match_id,team_id,hero_name,won
4859944_1765018315_1311336_11001_32,0,"Invisible Woman, Magneto, Phoenix, Psylocke, Rocket Raccoon, Venom",1
4859944_1765018315_1311336_11001_32,1,"Emma Frost, Hela, Invisible Woman, Mantis, Psylocke, Venom",0
4859950_1764872822_1291153_11001_32,0,"Doctor Strange, Emma Frost, Gambit, Invisible Woman, Mantis, Winter Soldier",1
4859950_1764872822_1291153_11001_32,1,"Captain America, Emma Frost, Gambit, Invisible Woman, Rocket Raccoon, Star-Lord",0
4859962_1763831276_1290456_11001_32,0,"Doctor Strange, Gambit, Magneto, Psylocke, Rocket Raccoon, Star-Lord",0
4859962_1763831276_1290456_11001_32,1,"Angela, Gambit, Invisible Woman, Magneto, Spider-Man, Winter Soldier",1
4859972_1764517496_1311526_11001_32,0,"Angela, Captain America, Gambit, Mantis, Moon Knight, Storm",1
4859972_1764517496_1311526_11001_32,1,"Angela, Cloak & Dagger, Cloak & Dagger, Doctor Strange, Rocket Raccoon, Wolverine",0
4859972_1765024271_1310019_11001_32,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Winter Soldier",1
4859972_1765024271_1310019_11001_32,1,"Doctor Strange, Gambit, Invisible Woman, Iron Fist, Phoenix, Spider-Man",0
4859981_1764435065_1290163_11001_32,0,"Captain America, Invisible Woman, Iron Fist, Jeff The Land Shark, Magneto, Psylocke",0
4859981_1764435065_1290163_11001_32,1,"Angela, Magik, Magneto, Mantis, Rocket Raccoon, Spider-Man",1
4859982_1764257332_1310029_11001_32,0,"Daredevil, Luna Snow, Magneto, Rocket Raccoon, Star-Lord, Wolverine",1
4859982_1764257332_1310029_11001_32,1,"Doctor Strange, Luna Snow, Magneto, Rocket Raccoon, Spider-Man, Winter Soldier",0
4859984_1765014447_1292144_11001_32,0,"Gambit, Luna Snow, Magneto, Phoenix, Venom, Winter Soldier",1
4859984_1765014447_1292144_11001_32,1,"Groot, Magneto, Peni Parker, Phoenix, Psylocke, Rocket Raccoon",0
4859984_1765022964_1292225_11001_32,0,"Doctor Strange, Invisible Woman, Iron Fist, Loki, Peni Parker, Phoenix",1
4859984_1765022964_1292225_11001_32,1,"Captain America, Invisible Woman, Iron Fist, Magneto, Psylocke, Rocket Raccoon",0
4860000_1764600518_1310418_11001_32,0,"Emma Frost, Hela, Luna Snow, Magneto, Namor, Rocket Raccoon",0
4860000_1764600518_1310418_11001_32,1,"Angela, Cloak & Dagger, Emma Frost, Hela, Luna Snow, Namor",1
4860004_1764603573_1292109_11001_32,0,"Emma Frost, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",0
4860004_1764603573_1292109_11001_32,1,"Doctor Strange, Gambit, Gambit, Luna Snow, Magneto, Phoenix",1
4860021_1765015843_1291166_11001_32,0,"Peni Parker, Phoenix, Psylocke, Rocket Raccoon, The Punisher, Thor",1
4860021_1765015843_1291166_11001_32,1,"Doctor Strange, Loki, Magneto, Mantis, Phoenix, Rocket Raccoon",0
4860033_1765017305_1272112_11001_32,0,"Adam Warlock, Black Panther, Hela, Magneto, Psylocke, Rocket Raccoon",1
4860033_1765017305_1272112_11001_32,1,"Captain America, Doctor Strange, Gambit, Phoenix, Rocket Raccoon, Winter Soldier",0
4860039_1764349287_1292302_11001_32,0,"Cloak & Dagger, Emma Frost, Gambit, Phoenix, Thor, Wolverine",0
4860039_1764349287_1292302_11001_32,1,"Angela, Cloak & Dagger, Daredevil, Gambit, Magneto, Phoenix",1
4860044_1764320605_1310050_11001_32,0,"Doctor Strange, Gambit, Invisible Woman, Phoenix, Star-Lord, Venom",0
4860044_1764320605_1310050_11001_32,1,"Angela, Gambit, Invisible Woman, Magneto, Spider-Man, Star-Lord",1
4860061_1764876206_1311123_11001_32,0,"Angela, Emma Frost, Gambit, Invisible Woman, Mantis, Phoenix",1
4860061_1764876206_1311123_11001_32,1,"Doctor Strange, Gambit, Invisible Woman, Loki, Phoenix, Star-Lord",0
4860066_1764936388_2042081_11001_32,0,"Gambit, Groot, Invisible Woman, Magneto, Phoenix, Rocket Raccoon",1
4860066_1764936388_2042081_11001_32,1,"Gambit, Invisible Woman, Magneto, Mister Fantastic, Phoenix, Psylocke",0
4860071_1764871478_1245080_11001_32,0,"Emma Frost, Invisible Woman, Luna Snow, Phoenix, Psylocke, Thor",0
4860071_1764871478_1245080_11001_32,1,"Doctor Strange, Invisible Woman, Loki, Mantis, Spider-Man, Venom",1
4860083_1763833410_1288156_11001_32,0,"Gambit, Gambit, Invisible Woman, Magneto, Venom, Wolverine",0
4860083_1763833410_1288156_11001_32,1,"Gambit, Groot, Hawkeye, Hela, Invisible Woman, Magneto",1
4860088_1764433508_1231044_11001_32,0,"Gambit, Invisible Woman, Magneto, Phoenix, Psylocke, Star-Lord",1
4860088_1764433508_1231044_11001_32,1,"Bruce Banner, Daredevil, Gambit, Invisible Woman, Magneto, Mister Fantastic",0
4860095_1765028293_1311188_11001_32,0,"Angela, Gambit, Hela, Invisible Woman, Magneto, Star-Lord",0
4860095_1765028293_1311188_11001_32,1,"Angela, Gambit, Hela, Namor, Rocket Raccoon, Star-Lord",1
4860116_1764602202_1288097_11001_32,0,"Adam Warlock, Cloak & Dagger, Daredevil, Emma Frost, Invisible Woman, Magneto",0
4860116_1764602202_1288097_11001_32,1,"Daredevil, Emma Frost, Invisible Woman, Iron Fist, Magneto, Rocket Raccoon",1
4860134_1764599153_1291019_11001_32,0,"Gambit, Groot, Hela, Magneto, Rocket Raccoon, Star-Lord",1
4860134_1764599153_1291019_11001_32,1,"Angela, Emma Frost, Gambit, Hela, Luna Snow, The Punisher",0
4860298_1764255527_1245178_11001_32,0,"Angela, Emma Frost, Invisible Woman, Iron Fist, Psylocke, Rocket Raccoon",1
4860298_1764255527_1245178_11001_32,1,"Emma Frost, Invisible Woman, Iron Fist, Magneto, Phoenix, Rocket Raccoon",0
4860334_1764241018_1291055_11001_32,0,"Hela, Jeff The Land Shark, Luna Snow, Magneto, Magneto, Namor",1
4860334_1764241018_1291055_11001_32,1,"Emma Frost, Jeff The Land Shark, Luna Snow, Magneto, Psylocke, Winter Soldier",0
4860450_1765012019_1290192_11001_32,0,"Invisible Woman, Luna Snow, Magneto, Psylocke, Star-Lord, Venom",0
4860450_1765012019_1290192_11001_32,1,"Doctor Strange, Hawkeye, Invisible Woman, Phoenix, Rocket Raccoon, Venom",1
4860450_1765021122_1290275_11001_32,0,"Hela, Invisible Woman, Loki, Magneto, Namor, Phoenix",1
4860450_1765021122_1290275_11001_32,1,"Adam Warlock, Emma Frost, Invisible Woman, Mantis, Spider-Man, Winter Soldier",0
4874552_1764842254_1231005_11001_32,0,"Adam Warlock, Doctor Strange, Emma Frost, Luna Snow, Magneto, Rocket Raccoon",0
4874552_1764842254_1231005_11001_32,1,"Emma Frost, Loki, Peni Parker, Psylocke, Rocket Raccoon, Winter Soldier",1
4874580_1764844853_1288030_11001_32,0,"Daredevil, Doctor Strange, Invisible Woman, Iron Fist, Magneto, Rocket Raccoon",0
4874580_1764844853_1288030_11001_32,1,"Doctor Strange, Gambit, Groot, Invisible Woman, Mister Fantastic, Winter Soldier",1
4874609_1764843412_1310047_11001_32,0,"Daredevil, Gambit, Magik, Mantis, Psylocke, Star-Lord",0
4874609_1764843412_1310047_11001_32,1,"Angela, Daredevil, Gambit, Invisible Woman, Namor, Phoenix",1
4874636_1764840765_2042014_11001_32,0,"Gambit, Groot, Invisible Woman, Magneto, Phoenix, Rocket Raccoon",1
4874636_1764840765_2042014_11001_32,1,"Doctor Strange, Gambit, Loki, Magneto, Mantis, The Punisher",0
4891365_1736614937_1618_11001_10,0,"Adam Warlock, Invisible Woman, Moon Knight, Peni Parker, The Punisher, Thor",1
4891365_1736614937_1618_11001_10,1,"Jeff The Land Shark, Peni Parker, Scarlet Witch, Squirrel Girl, Star-Lord, Wolverine",0
505862_1764621403_1292061_11001_21,0,"Daredevil, Emma Frost, Invisible Woman, Magneto, Moon Knight, Rocket Raccoon",0
505862_1764621403_1292061_11001_21,1,"Emma Frost, Groot, Hela, Invisible Woman, Jeff The Land Shark, Moon Knight",1
505862_1764628493_1292128_11001_21,0,"Emma Frost, Loki, Magneto, Mantis, Phoenix, Wolverine",0
505862_1764628493_1292128_11001_21,1,"Groot, Loki, Magneto, Mantis, Phoenix, Psylocke",1
505864_1764552820_1290011_11001_21,0,"Emma Frost, Invisible Woman, Loki, Magneto, Mantis, Phoenix",1
505864_1764552820_1290011_11001_21,1,"Groot, Invisible Woman, Loki, Magneto, Rocket Raccoon, Winter Soldier",0
505865_1764276123_1272315_11001_21,0,"Daredevil, Invisible Woman, Magneto, Rocket Raccoon, Venom, Winter Soldier",1
505865_1764276123_1272315_11001_21,1,"Adam Warlock, Jeff The Land Shark, Magneto, Psylocke, Rocket Raccoon, Venom",0
505865_1764536227_1318045_11001_21,0,"Emma Frost, Hela, Invisible Woman, Magneto, Phoenix, Rocket Raccoon",1
505865_1764536227_1318045_11001_21,1,"Emma Frost, Groot, Invisible Woman, Jeff The Land Shark, Star-Lord, Winter Soldier",0
505865_1764949185_1245038_11001_21,0,"Gambit, Invisible Woman, Magneto, Moon Knight, Psylocke, Spider-Man",0
505865_1764949185_1245038_11001_21,1,"Emma Frost, Gambit, Loki, Namor, Psylocke, Spider-Man",1
505868_1764279308_1291267_11001_21,0,"Blade, Emma Frost, Invisible Woman, Magneto, Psylocke, Rocket Raccoon",0
505868_1764279308_1291267_11001_21,1,"Groot, Invisible Woman, Magneto, Psylocke, Rocket Raccoon, Wolverine",1
505870_1764603098_1272139_11001_21,0,"Captain America, Doctor Strange, Invisible Woman, Loki, Psylocke, The Punisher",0
505870_1764603098_1272139_11001_21,1,"Emma Frost, Invisible Woman, Psylocke, Rocket Raccoon, Venom, Winter Soldier",1
505870_1764606506_1272182_11001_21,0,"Emma Frost, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",1
505870_1764606506_1272182_11001_21,1,"Emma Frost, Hela, Invisible Woman, Luna Snow, Namor, Venom",0
505870_1764627083_1272414_11001_21,0,"Gambit, Magneto, Phoenix, Psylocke, Rocket Raccoon, Wolverine",0
505870_1764627083_1272414_11001_21,1,"Daredevil, Gambit, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
505870_1764778445_1267152_11001_21,0,"Gambit, Groot, Loki, Magneto, Mantis, Phoenix",0
505870_1764778445_1267152_11001_21,1,"Gambit, Loki, Magneto, Mantis, Phoenix, Thor",1
505873_1764698617_1292024_11001_21,0,"Captain America, Gambit, Invisible Woman, Magneto, Phoenix, Winter Soldier",1
505873_1764698617_1292024_11001_21,1,"Gambit, Groot, Invisible Woman, Magneto, Psylocke, Winter Soldier",0
505873_1764709767_1292122_11001_21,0,"Angela, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Winter Soldier",1
505873_1764709767_1292122_11001_21,1,"Angela, Invisible Woman, Loki, Magneto, Mantis, Phoenix",0
505874_1764350459_1245170_11001_21,0,"Doctor Strange, Groot, Invisible Woman, Phoenix, Rocket Raccoon, Winter Soldier",0
505874_1764350459_1245170_11001_21,1,"Captain America, Loki, Magneto, Mantis, Phoenix, Rocket Raccoon",1
505875_1764191064_1272048_11001_21,0,"Emma Frost, Gambit, Loki, Magneto, Mantis, Phoenix",1
505875_1764191064_1272048_11001_21,1,"Captain America, Gambit, Invisible Woman, Magneto, Phoenix, Star-Lord",0
505875_1764345288_1290162_11001_21,0,"Angela, Doctor Strange, Gambit, Magneto, Rocket Raccoon, Star-Lord",0
505875_1764345288_1290162_11001_21,1,"Angela, Gambit, Groot, Magneto, Rocket Raccoon, Star-Lord",1
505878_1764174011_1288141_11001_21,0,"Emma Frost, Gambit, Hela, Invisible Woman, Namor, Phoenix",0
505878_1764174011_1288141_11001_21,1,"Gambit, Invisible Woman, Magneto, Spider-Man, Venom, Wolverine",1
505879_1763501553_1292043_11001_21,0,"Doctor Strange, Gambit, Invisible Woman, Magneto, Winter Soldier, Wolverine",0
505879_1763501553_1292043_11001_21,1,"Gambit, Loki, Magneto, Mantis, Phoenix, The Thing",1
505880_1764789886_1292052_11001_21,0,"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Mantis, Winter Soldier",1
505880_1764789886_1292052_11001_21,1,"Groot, Invisible Woman, Loki, Magneto, Mantis, Phoenix",0
505880_1764813975_1292216_11001_21,0,"Gambit, Groot, Magneto, Phoenix, Rocket Raccoon, Winter Soldier",1
505880_1764813975_1292216_11001_21,1,"Gambit, Groot, Invisible Woman, Magneto, Moon Knight, Phoenix",0
505881_1764805095_1272117_11001_21,0,"Gambit, Groot, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
505881_1764805095_1272117_11001_21,1,"Bruce Banner, Gambit, Groot, Invisible Woman, Magneto, Phoenix",0
505882_1764085329_1245116_11001_21,0,"Emma Frost, Gambit, Hela, Magneto, Psylocke, Rocket Raccoon",1
505882_1764085329_1245116_11001_21,1,"Angela, Gambit, Hela, Magneto, Mantis, Psylocke",0
505882_1764173185_1292053_11001_21,0,"Invisible Woman, Magneto, Mantis, Phoenix, Psylocke, Star-Lord",0
505882_1764173185_1292053_11001_21,1,"Invisible Woman, Magneto, Peni Parker, Phoenix, Psylocke, Rocket Raccoon",1
505882_1764192407_1292173_11001_21,0,"Gambit, Groot, Loki, Magneto, Phoenix, Phoenix",0
505882_1764192407_1292173_11001_21,1,"Gambit, Groot, Loki, Magneto, Mantis, Phoenix",1
505884_1764947219_1292087_11001_21,0,"Cloak & Dagger, Gambit, Groot, Magneto, Phoenix, Rocket Raccoon",0
505884_1764947219_1292087_11001_21,1,"Captain America, Gambit, Gambit, Luna Snow, Magneto, Wolverine",1
505885_1764448719_1231118_11001_21,0,"Emma Frost, Hela, Invisible Woman, Magneto, Rocket Raccoon, Wolverine",0
505885_1764448719_1231118_11001_21,1,"Groot, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",1
505887_1764346227_1291011_11001_21,0,"Daredevil, Luna Snow, Magneto, Magneto, Psylocke, Rocket Raccoon",1
505887_1764346227_1291011_11001_21,1,"Daredevil, Groot, Loki, Moon Knight, Phoenix, Rocket Raccoon",0
505887_1764361050_1291142_11001_21,0,"Gambit, Groot, Invisible Woman, Magneto, Star-Lord, Winter Soldier",0
505887_1764361050_1291142_11001_21,1,"Doctor Strange, Emma Frost, Gambit, Invisible Woman, Mantis, Star-Lord",1
505892_1764702977_1292220_11001_21,0,"Gambit, Hela, Invisible Woman, Magneto, Moon Knight, Winter Soldier",0
505892_1764702977_1292220_11001_21,1,"Emma Frost, Gambit, Loki, Magneto, Mantis, Star-Lord",1
505892_1765062897_1231269_11001_21,0,"Emma Frost, Groot, Hela, Invisible Woman, Psylocke, Rocket Raccoon",1
505892_1765062897_1231269_11001_21,1,"Emma Frost, Hela, Invisible Woman, Peni Parker, Psylocke, Rocket Raccoon",0
505893_1764116914_1267185_11001_21,0,"Invisible Woman, Loki, Magneto, Mantis, Psylocke, Venom",0
505893_1764116914_1267185_11001_21,1,"Captain America, Emma Frost, Invisible Woman, Mantis, Phoenix, Psylocke",1
505893_1764951664_1292016_11001_21,0,"Gambit, Groot, Invisible Woman, Magneto, Psylocke, Star-Lord",0
505893_1764951664_1292016_11001_21,1,"Gambit, Groot, Invisible Woman, Magneto, Phoenix, Winter Soldier",1
505893_1764958843_1292063_11001_21,0,"Emma Frost, Groot, Invisible Woman, Psylocke, Rocket Raccoon, Winter Soldier",0
505893_1764958843_1292063_11001_21,1,"Captain America, Emma Frost, Invisible Woman, Mantis, Psylocke, Rocket Raccoon",1
505893_1765037773_1291082_11001_21,0,"Bruce Banner, Loki, Luna Snow, Magneto, Mantis, Mister Fantastic",0
505893_1765037773_1291082_11001_21,1,"Emma Frost, Jeff The Land Shark, Magneto, Phoenix, Rocket Raccoon, Star-Lord",1
505894_1764080490_2042076_11001_21,0,"Emma Frost, Gambit, Hela, Invisible Woman, Phoenix, Storm",1
505894_1764080490_2042076_11001_21,1,"Emma Frost, Hela, Invisible Woman, Luna Snow, Magneto, Namor",0
505894_1764878291_1292022_11001_21,0,"Gambit, Groot, Hawkeye, Invisible Woman, Loki, Magneto",0
505894_1764878291_1292022_11001_21,1,"Captain America, Doctor Strange, Gambit, Invisible Woman, Iron Fist, Moon Knight",1
505894_1764881420_1292053_11001_21,0,"Angela, Daredevil, Gambit, Luna Snow, Magneto, Phoenix",0
505894_1764881420_1292053_11001_21,1,"Daredevil, Doctor Strange, Gambit, Invisible Woman, Magneto, Phoenix",1
505898_1763930274_1291343_11001_21,0,"Daredevil, Gambit, Magneto, Phoenix, Rocket Raccoon, Star-Lord",0
505898_1763930274_1291343_11001_21,1,"Gambit, Loki, Magneto, Mantis, Winter Soldier, Wolverine",1
505898_1765037311_1245061_11001_21,0,"Emma Frost, Gambit, Hawkeye, Invisible Woman, Magneto, Phoenix",1
505898_1765037311_1245061_11001_21,1,"Invisible Woman, Jeff The Land Shark, Magneto, Phoenix, Spider-Man, Star-Lord",0
505899_1764337881_2042076_11001_21,0,"Hela, Invisible Woman, Phoenix, Rocket Raccoon, Squirrel Girl, Venom",1
505899_1764337881_2042076_11001_21,1,"Emma Frost, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",0
505899_1765039283_1292122_11001_21,0,"Angela, Iron Fist, Luna Snow, Magneto, Phoenix, Rocket Raccoon",1
505899_1765039283_1292122_11001_21,1,"Angela, Iron Fist, Loki, Luna Snow, Magneto, Phoenix",0
505899_1765043528_1292174_11001_21,0,"Black Panther, Groot, Invisible Woman, Loki, Mantis, Phoenix",1
505899_1765043528_1292174_11001_21,1,"Cloak & Dagger, Groot, Hela, Jeff The Land Shark, Mantis, Psylocke",0
505899_1765047215_1292203_11001_21,0,"Bruce Banner, Gambit, Magneto, Psylocke, Rocket Raccoon, Winter Soldier",0
505899_1765047215_1292203_11001_21,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",1
505900_1764766899_1292051_11001_21,0,"Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Thor, Winter Soldier",0
505900_1764766899_1292051_11001_21,1,"Daredevil, Emma Frost, Groot, Invisible Woman, Phoenix, Rocket Raccoon",1
505900_1764939912_1245071_11001_21,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Moon Knight, Namor",0
505900_1764939912_1245071_11001_21,1,"Gambit, Hela, Invisible Woman, Magneto, Namor, Phoenix",1
505900_1764988603_1310099_11001_21,0,"Emma Frost, Groot, Hela, Invisible Woman, Jeff The Land Shark, Phoenix",1
505900_1764988603_1310099_11001_21,1,"Emma Frost, Groot, Invisible Woman, Jeff The Land Shark, Phoenix, Winter Soldier",0
505901_1763474296_1291093_11001_21,0,"Bruce Banner, Emma Frost, Gambit, Hawkeye, Invisible Woman, Moon Knight",0
505901_1763474296_1291093_11001_21,1,"Gambit, Groot, Psylocke, Rocket Raccoon, Spider-Man, Venom",1
505901_1764951559_1288182_11001_21,0,"Gambit, Groot, Loki, Magneto, Mantis, Psylocke",1
505901_1764951559_1288182_11001_21,1,"Gambit, Groot, Loki, Magneto, Mantis, Psylocke",0
505902_1763400276_1290011_11001_21,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",0
505902_1763400276_1290011_11001_21,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Psylocke, Winter Soldier",1
505905_1763311185_1245143_11001_21,0,"Daredevil, Gambit, Magneto, Rocket Raccoon, Star-Lord, The Thing",0
505905_1763311185_1245143_11001_21,1,"Angela, Daredevil, Gambit, Magneto, Rocket Raccoon, Wolverine",1
505905_1763990967_1310013_11001_21,0,"Angela, Invisible Woman, Luna Snow, Magneto, Phoenix, Psylocke",0
505905_1763990967_1310013_11001_21,1,"Angela, Invisible Woman, Magneto, Psylocke, Rocket Raccoon, Wolverine",1
505910_1764072450_1272041_11001_21,0,"Angela, Emma Frost, Invisible Woman, Phoenix, Rocket Raccoon, Star-Lord",1
505910_1764072450_1272041_11001_21,1,"Emma Frost, Gambit, Invisible Woman, Jeff The Land Shark, Phoenix, Winter Soldier",0
505913_1764774036_1231089_11001_21,0,"Adam Warlock, Groot, Invisible Woman, Magneto, Mantis, Winter Soldier",1
505913_1764774036_1231089_11001_21,1,"Emma Frost, Groot, Invisible Woman, Loki, Mantis, Phoenix",0
505913_1765038341_1290046_11001_21,0,"Emma Frost, Gambit, Hela, Invisible Woman, Magneto, Phoenix",1
505913_1765038341_1290046_11001_21,1,"Emma Frost, Gambit, Hela, Invisible Woman, Magneto, Namor",0
505918_1763926678_1292061_11001_21,0,"Hela, Luna Snow, Magneto, Namor, Peni Parker, Rocket Raccoon",0
505918_1763926678_1292061_11001_21,1,"Angela, Gambit, Hela, Magneto, Namor, Rocket Raccoon",1
505918_1764610894_1318201_11001_21,0,"Gambit, Groot, Loki, Magneto, Mantis, Phoenix",0
505918_1764610894_1318201_11001_21,1,"Gambit, Groot, Loki, Magneto, Mantis, Star-Lord",1
505925_1762627674_1272014_11001_21,0,"Adam Warlock, Luna Snow, Mantis, Psylocke, Spider-Man, Venom",0
505925_1762627674_1272014_11001_21,1,"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Psylocke, Venom",1
505925_1764945516_1231084_11001_21,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Mantis, Storm",1
505925_1764945516_1231084_11001_21,1,"Emma Frost, Gambit, Invisible Woman, Magneto, Rocket Raccoon, Star-Lord",0
505925_1764949995_1231116_11001_21,0,"Gambit, Groot, Hela, Invisible Woman, Magneto, Winter Soldier",1
505925_1764949995_1231116_11001_21,1,"Gambit, Groot, Invisible Woman, Magneto, Star-Lord, Storm",0
505925_1764952739_1231148_11001_21,0,"Loki, Magneto, Mantis, Phoenix, Star-Lord, Venom",1
505925_1764952739_1231148_11001_21,1,"Doctor Strange, Hawkeye, Invisible Woman, Magneto, Rocket Raccoon, Star-Lord",0
505925_1765042873_1291101_11001_21,0,"Angela, Gambit, Iron Fist, Luna Snow, Magneto, Psylocke",1
505925_1765042873_1291101_11001_21,1,"Angela, Gambit, Luna Snow, Magneto, Mantis, Winter Soldier",0
505928_1764079477_1318083_11001_21,0,"Emma Frost, Hela, Iron Fist, Jeff The Land Shark, Magneto, Rocket Raccoon",0
505928_1764079477_1318083_11001_21,1,"Daredevil, Hawkeye, Invisible Woman, Luna Snow, Magneto, Venom",1
505928_1764538060_1291040_11001_21,0,"Emma Frost, Invisible Woman, Mantis, Phoenix, Rocket Raccoon, Winter Soldier",0
505928_1764538060_1291040_11001_21,1,"Angela, Invisible Woman, Luna Snow, Magneto, Phoenix, Psylocke",1
505931_1764694496_1231042_11001_21,0,"Gambit, Groot, Hela, Invisible Woman, Iron Fist, Magneto",0
505931_1764694496_1231042_11001_21,1,"Gambit, Groot, Hela, Invisible Woman, Magneto, Namor",1
505932_1763753771_1310007_11001_21,0,"Emma Frost, Gambit, Invisible Woman, Phoenix, Star-Lord, Venom",0
505932_1763753771_1310007_11001_21,1,"Blade, Doctor Strange, Emma Frost, Gambit, Invisible Woman, Psylocke",1
505933_1764193294_1288056_11001_21,0,"Gambit, Iron Fist, Luna Snow, Magneto, Phoenix, Venom",0
505933_1764193294_1288056_11001_21,1,"Black Panther, Gambit, Groot, Invisible Woman, Phoenix, Winter Soldier",1
505933_1764819786_1267001_11001_21,0,"Angela, Emma Frost, Hela, Invisible Woman, Namor, Rocket Raccoon",0
505933_1764819786_1267001_11001_21,1,"Angela, Hela, Invisible Woman, Magneto, Namor, Rocket Raccoon",1
505934_1763390671_1318081_11001_21,0,"Gambit, Jeff The Land Shark, Mister Fantastic, Rocket Raccoon, Spider-Man, Winter Soldier",0
505934_1763390671_1318081_11001_21,1,"Gambit, Jeff The Land Shark, Magneto, Mister Fantastic, Star-Lord, Venom",1
505936_1764887512_1288098_11001_21,0,"Angela, Gambit, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
505936_1764887512_1288098_11001_21,1,"Captain America, Gambit, Loki, Magneto, Phoenix, Psylocke",0
505936_1764888235_1288106_11001_21,0,"Emma Frost, Invisible Woman, Luna Snow, Magneto, Phoenix, Psylocke",1
505936_1764888235_1288106_11001_21,1,"Cloak & Dagger, Groot, Hawkeye, Invisible Woman, Magneto, Phoenix",0
505944_1764447297_1288024_11001_21,0,"Captain America, Gambit, Invisible Woman, Magneto, Winter Soldier, Wolverine",1
505944_1764447297_1288024_11001_21,1,"Captain America, Gambit, Invisible Woman, Magneto, Star-Lord, Winter Soldier",0
505945_1763867411_1311093_11001_21,0,"Adam Warlock, Doctor Strange, Emma Frost, Invisible Woman, Psylocke, Spider-Man",0
505945_1763867411_1311093_11001_21,1,"Captain America, Invisible Woman, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
505947_1764779830_1290005_11001_21,0,"Emma Frost, Gambit, Invisible Woman, Magneto, Moon Knight, Phoenix",1
505947_1764779830_1290005_11001_21,1,"Doctor Strange, Gambit, Invisible Woman, Magneto, Star-Lord, Winter Soldier",0
505953_1764693847_1272178_11001_21,0,"Captain America, Invisible Woman, Luna Snow, Magneto, Psylocke, Wolverine",0
505953_1764693847_1272178_11001_21,1,"Angela, Captain America, Hela, Invisible Woman, Psylocke, Rocket Raccoon",1
505953_1764698949_1272253_11001_21,0,"Emma Frost, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, Winter Soldier",0
505953_1764698949_1272253_11001_21,1,"Daredevil, Emma Frost, Loki, Magneto, Mantis, Moon Knight",1
505954_1764619484_1292076_11001_21,0,"Emma Frost, Gambit, Magneto, Phoenix, Psylocke, Rocket Raccoon",1
505954_1764619484_1292076_11001_21,1,"Emma Frost, Gambit, Hela, Peni Parker, Psylocke, Rocket Raccoon",0
