hero_name,win_rate,game_count
"Adam Warlock, Angela, Jeff The Land Shark, Luna Snow, Magneto, Phoenix",0.0,1
"Adam Warlock, Angela, Luna Snow, Magneto, Phoenix, Rocket Raccoon",1.0,1
"Adam Warlock, Angela, Luna Snow, Peni Parker, Psylocke, Spider-Man",1.0,1
"Adam Warlock, Angela, Luna Snow, Rocket Raccoon, The Punisher, Venom",1.0,1
"Adam Warlock, Angela, Mantis, Rocket Raccoon, Spider-Man, Thor",0.0,1
"Adam Warlock, Angela, Phoenix, Rocket Raccoon, Venom, Wolverine",1.0,1
"Adam Warlock, Black Panther, Blade, Gambit, Groot, Jeff The Land Shark",0.0,1
"Adam Warlock, Black Panther, Bruce Banner, Cloak & Dagger, Spider-Man, Venom",1.0,1
"Adam Warlock, Black Panther, Emma Frost, Invisible Woman, Star-Lord, Venom",0.0,1
"Adam Warlock, Black Panther, Hela, Magneto, Psylocke, Rocket Raccoon",1.0,1
"Adam Warlock, Black Panther, Mister Fantastic, Rocket Raccoon, Spider-Man, Venom",0.0,1
"Adam Warlock, Blade, Cloak & Dagger, Emma Frost, Jeff The Land Shark, Psylocke",1.0,1
"Adam Warlock, Blade, Gambit, Magneto, Mister Fantastic, Star-Lord",0.0,1
"Adam Warlock, Blade, Gambit, Magneto, Rocket Raccoon, The Punisher",0.0,1
"Adam Warlock, Blade, Groot, Loki, Magneto, Mantis",1.0,1
"Adam Warlock, Bruce Banner, Captain America, Rocket Raccoon, Star-Lord, The Punisher",0.0,1
"Adam Warlock, Bruce Banner, Cloak & Dagger, Hela, Invisible Woman, Magneto",0.0,1
"Adam Warlock, Bruce Banner, Emma Frost, Gambit, Loki, Star-Lord",0.0,1
"Adam Warlock, Bruce Banner, Emma Frost, Luna Snow, Rocket Raccoon, Winter Soldier",0.0,1
"Adam Warlock, Bruce Banner, Gambit, Groot, Jeff The Land Shark, Psylocke",0.0,1
"Adam Warlock, Bruce Banner, Gambit, Invisible Woman, Magneto, Phoenix",0.0,1
"Adam Warlock, Bruce Banner, Gambit, Magneto, Rocket Raccoon, The Punisher",0.0,1
"Adam Warlock, Bruce Banner, Groot, Hawkeye, Invisible Woman, Rocket Raccoon",1.0,1
"Adam Warlock, Bruce Banner, Groot, Luna Snow, Star-Lord, Ultron",0.0,1
"Adam Warlock, Bruce Banner, Hela, Jeff The Land Shark, Luna Snow, Magneto",0.0,1
"Adam Warlock, Bruce Banner, Invisible Woman, Magneto, Namor, Star-Lord",0.0,1
"Adam Warlock, Captain America, Cloak & Dagger, Magneto, Phoenix, Psylocke",0.0,1
"Adam Warlock, Captain America, Daredevil, Jeff The Land Shark, Magneto, Phoenix",1.0,1
"Adam Warlock, Captain America, Doctor Strange, Gambit, Hawkeye, Mantis",1.0,1
"Adam Warlock, Captain America, Doctor Strange, Gambit, Mantis, Psylocke",1.0,1
"Adam Warlock, Captain America, Emma Frost, Gambit, Groot, Hawkeye",0.0,1
"Adam Warlock, Captain America, Emma Frost, Gambit, Invisible Woman, Phoenix",1.0,1
"Adam Warlock, Captain America, Emma Frost, Gambit, Invisible Woman, Star-Lord",1.0,1
"Adam Warlock, Captain America, Emma Frost, Hela, Jeff The Land Shark, Namor",0.0,1
"Adam Warlock, Captain America, Emma Frost, Invisible Woman, Luna Snow, Phoenix",0.0,1
"Adam Warlock, Captain America, Emma Frost, Invisible Woman, Mantis, Psylocke",1.0,1
"Adam Warlock, Captain America, Emma Frost, Invisible Woman, Mister Fantastic, Phoenix",0.0,1
"Adam Warlock, Captain America, Gambit, Hela, Invisible Woman, Magneto",1.0,1
"Adam Warlock, Captain America, Gambit, Invisible Woman, Magneto, Moon Knight",1.0,1
"Adam Warlock, Captain America, Gambit, Invisible Woman, Spider-Man, Venom",1.0,1
"Adam Warlock, Captain America, Gambit, Magik, Magneto, Spider-Man",1.0,1
"Adam Warlock, Captain America, Gambit, Magneto, Mantis, Star-Lord",1.0,1
"Adam Warlock, Captain America, Groot, Hela, Luna Snow, Rocket Raccoon",0.0,1
"Adam Warlock, Captain America, Invisible Woman, Jeff The Land Shark, Magneto, Psylocke",0.0,1
"Adam Warlock, Captain America, Invisible Woman, Luna Snow, Magneto, Peni Parker",0.0,1
"Adam Warlock, Captain America, Invisible Woman, Magneto, Namor, Psylocke",0.0,1
"Adam Warlock, Captain America, Invisible Woman, Magneto, Rocket Raccoon, Winter Soldier",0.0,1
"Adam Warlock, Captain America, Magneto, Mister Fantastic, Rocket Raccoon, Winter Soldier",1.0,1
"Adam Warlock, Cloak & Dagger, Daredevil, Emma Frost, Invisible Woman, Magneto",0.0,1
"Adam Warlock, Cloak & Dagger, Gambit, Hawkeye, Hawkeye, Star-Lord",0.0,1
"Adam Warlock, Cloak & Dagger, Jeff The Land Shark, Magneto, Phoenix, Venom",0.0,1
"Adam Warlock, Daredevil, Emma Frost, Groot, Loki, Mantis",1.0,1
"Adam Warlock, Daredevil, Emma Frost, Luna Snow, Mantis, Psylocke",0.0,1
"Adam Warlock, Daredevil, Emma Frost, Luna Snow, Star-Lord, The Punisher",0.0,1
"Adam Warlock, Daredevil, Gambit, Jeff The Land Shark, Spider-Man, Winter Soldier",0.0,1
"Adam Warlock, Daredevil, Gambit, Magneto, Mister Fantastic, Phoenix",0.0,1
"Adam Warlock, Daredevil, Groot, Jeff The Land Shark, Spider-Man, Ultron",0.0,1
"Adam Warlock, Daredevil, Groot, Loki, Mantis, Psylocke",1.0,1
"Adam Warlock, Daredevil, Groot, Luna Snow, Magneto, Rocket Raccoon",0.0,1
"Adam Warlock, Daredevil, Loki, Phoenix, Thor, Venom",1.0,1
"Adam Warlock, Daredevil, Luna Snow, Magneto, Mantis, Star-Lord",1.0,1
"Adam Warlock, Daredevil, Magneto, Peni Parker, Rocket Raccoon, Star-Lord",1.0,1
"Adam Warlock, Daredevil, Mantis, Peni Parker, Rocket Raccoon, Thor",1.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Gambit, Invisible Woman, Phoenix",0.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Gambit, Namor, Spider-Man",0.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Invisible Woman, Loki, Magneto",0.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Invisible Woman, Mantis, Phoenix",1.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Invisible Woman, Phoenix, Winter Soldier",1.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Invisible Woman, Psylocke, Spider-Man",0.0,1
"Adam Warlock, Doctor Strange, Emma Frost, Luna Snow, Magneto, Rocket Raccoon",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Groot, Invisible Woman, Iron Fist",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Groot, Invisible Woman, Magneto",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Hela, Invisible Woman, Magneto",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Invisible Woman, Magik, The Thing",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Invisible Woman, Magneto, Phoenix",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Invisible Woman, Magneto, Winter Soldier",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Invisible Woman, Phoenix, Star-Lord",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Invisible Woman, Phoenix, The Punisher",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Iron Man, Thor, Winter Soldier",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Loki, Magneto, Star-Lord",0.0,1
"Adam Warlock, Doctor Strange, Gambit, Magneto, Mantis, Psylocke",0.0,2
"Adam Warlock, Doctor Strange, Gambit, Magneto, Mantis, Winter Soldier",1.0,1
"Adam Warlock, Doctor Strange, Gambit, Mantis, Psylocke, Wolverine",1.0,1
"Adam Warlock, Doctor Strange, Groot, Hela, Luna Snow, Rocket Raccoon",0.0,1
"Adam Warlock, Doctor Strange, Groot, Invisible Woman, Luna Snow, Moon Knight",0.0,1
"Adam Warlock, Doctor Strange, Groot, Invisible Woman, Mantis, Phoenix",1.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Iron Fist, Magneto, Psylocke",1.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Magneto, Mantis, Phoenix",1.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Magneto, Peni Parker, Rocket Raccoon",1.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Magneto, Phoenix, Wolverine",0.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Mantis, Phoenix, Venom",0.0,1
"Adam Warlock, Doctor Strange, Invisible Woman, Mister Fantastic, Phoenix, Winter Soldier",0.0,1
"Adam Warlock, Doctor Strange, Magneto, Psylocke, Rocket Raccoon, Squirrel Girl",1.0,1
"Adam Warlock, Doctor Strange, Magneto, Rocket Raccoon, Star-Lord, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Gambit, Magneto, Wolverine",1.0,1
"Adam Warlock, Emma Frost, Gambit, Groot, Invisible Woman, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Gambit, Groot, Invisible Woman, Winter Soldier",1.0,2
"Adam Warlock, Emma Frost, Gambit, Groot, Loki, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Groot, Mantis, Moon Knight",1.0,1
"Adam Warlock, Emma Frost, Gambit, Groot, Mantis, Phoenix",0.0,1
"Adam Warlock, Emma Frost, Gambit, Groot, Phoenix, Storm",0.0,1
"Adam Warlock, Emma Frost, Gambit, Hela, Invisible Woman, Namor",0.0,1
"Adam Warlock, Emma Frost, Gambit, Hela, Mantis, Namor",1.0,1
"Adam Warlock, Emma Frost, Gambit, Hela, Mantis, Venom",1.0,1
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Iron Fist, Magneto",1.0,1
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Magneto, Magneto",1.0,1
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Magneto, Psylocke",0.0,2
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Magneto, Star-Lord",1.0,1
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Phoenix, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Invisible Woman, Star-Lord, Venom",0.0,2
"Adam Warlock, Emma Frost, Gambit, Iron Fist, Mantis, Spider-Man",0.0,1
"Adam Warlock, Emma Frost, Gambit, Iron Man, Peni Parker, Phoenix",1.0,1
"Adam Warlock, Emma Frost, Gambit, Jeff The Land Shark, Magneto, Phoenix",1.0,1
"Adam Warlock, Emma Frost, Gambit, Jeff The Land Shark, Magneto, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Gambit, Jeff The Land Shark, Phoenix, Psylocke",1.0,1
"Adam Warlock, Emma Frost, Gambit, Loki, Magneto, Phoenix",0.0,3
"Adam Warlock, Emma Frost, Gambit, Loki, Magneto, Star-Lord",1.0,1
"Adam Warlock, Emma Frost, Gambit, Loki, Venom, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Luna Snow, Magneto, Magneto",0.0,1
"Adam Warlock, Emma Frost, Gambit, Luna Snow, Magneto, Spider-Man",0.0,1
"Adam Warlock, Emma Frost, Gambit, Luna Snow, Magneto, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Magneto, Mantis, Phoenix",0.6666666666666666,3
"Adam Warlock, Emma Frost, Gambit, Magneto, Phoenix, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Magneto, Psylocke, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Gambit, Magneto, Rocket Raccoon, The Punisher",1.0,1
"Adam Warlock, Emma Frost, Gambit, Mister Fantastic, Storm, Venom",1.0,1
"Adam Warlock, Emma Frost, Gambit, Moon Knight, Rocket Raccoon, Spider-Man",0.0,1
"Adam Warlock, Emma Frost, Gambit, Peni Parker, Psylocke, Rocket Raccoon",0.0,1
"Adam Warlock, Emma Frost, Gambit, Rocket Raccoon, Spider-Man, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Groot, Hela, Loki, Mantis",1.0,1
"Adam Warlock, Emma Frost, Groot, Invisible Woman, Mantis, Phoenix",1.0,1
"Adam Warlock, Emma Frost, Groot, Invisible Woman, Mantis, Star-Lord",0.5,2
"Adam Warlock, Emma Frost, Groot, Invisible Woman, Mantis, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Groot, Invisible Woman, Rocket Raccoon, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Groot, Loki, Mantis, Phoenix",0.0,1
"Adam Warlock, Emma Frost, Groot, Luna Snow, Magneto, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Groot, Luna Snow, Rocket Raccoon, Winter Soldier",1.0,1
"Adam Warlock, Emma Frost, Hawkeye, Hela, Mantis, Rocket Raccoon",0.0,1
"Adam Warlock, Emma Frost, Hawkeye, Invisible Woman, Magneto, Phoenix",1.0,1
"Adam Warlock, Emma Frost, Hawkeye, Iron Fist, Jeff The Land Shark, Mantis",0.0,1
"Adam Warlock, Emma Frost, Hela, Invisible Woman, Mantis, Namor",1.0,1
"Adam Warlock, Emma Frost, Hela, Invisible Woman, Namor, Venom",0.0,1
"Adam Warlock, Emma Frost, Hela, Invisible Woman, Peni Parker, Spider-Man",1.0,1
"Adam Warlock, Emma Frost, Hela, Jeff The Land Shark, Psylocke, Rocket Raccoon",0.0,1
"Adam Warlock, Emma Frost, Hela, Luna Snow, Mantis, Namor",0.0,1
"Adam Warlock, Emma Frost, Hela, Luna Snow, Namor, Rocket Raccoon",0.0,1
"Adam Warlock, Emma Frost, Hela, Magneto, Namor, Rocket Raccoon",1.0,1
"Adam Warlock, Emma Frost, Human Torch, Loki, Rocket Raccoon, Thor",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Jeff The Land Shark, Magneto, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Loki, Magneto, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Loki, Psylocke, Thor",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Luna Snow, Magneto, Phoenix",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Luna Snow, Rocket Raccoon, The Thing",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Mantis, Mister Fantastic",0.0,2
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Mantis, Psylocke",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Mantis, Winter Soldier",1.0,2
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Psylocke, Rocket Raccoon",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Rocket Raccoon, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Magneto, Rocket Raccoon, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Mantis, Spider-Man, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Mantis, Star-Lord, Thor",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Moon Knight, Rocket Raccoon, Star-Lord",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Peni Parker, Rocket Raccoon, Storm",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Phoenix, Psylocke, Rocket Raccoon",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Phoenix, Spider-Man, Wolverine",0.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Phoenix, The Punisher, The Thing",1.0,1
"Adam Warlock, Emma Frost, Invisible Woman, Psylocke, Venom, Winter Soldier",0.0,1
"Adam Warlock, Emma Frost, Iron Fist, Iron Man, Luna Snow, Ultron",0.0,1
"Adam Warlock, Emma Frost, Iron Fist, Luna Snow, Psylocke, Rocket Raccoon",0.0,1
"Adam Warlock, Emma Frost, Iron Fist, Peni Parker, Phoenix, Rocket Raccoon",1.0,1
"Adam Warlock, Emma Frost, Loki, Magneto, Mantis, Phoenix",1.0,1
"Adam Warlock, Emma Frost, Loki, Magneto, Mantis, Psylocke",0.0,1
"Adam Warlock, Emma Frost, Luna Snow, Luna Snow, Magik, Wolverine",1.0,1
"Adam Warlock, Emma Frost, Luna Snow, Magneto, Mantis, The Punisher",0.0,1
"Adam Warlock, Gambit, Gambit, Magneto, Rocket Raccoon, The Thing",0.0,1
"Adam Warlock, Gambit, Groot, Hawkeye, Invisible Woman, Magneto",1.0,1
"Adam Warlock, Gambit, Groot, Hela, Loki, Venom",1.0,1
"Adam Warlock, Gambit, Groot, Hela, Magneto, Mantis",1.0,1
"Adam Warlock, Gambit, Groot, Invisible Woman, Magneto, Moon Knight",0.5,2
"Adam Warlock, Gambit, Groot, Invisible Woman, Magneto, Psylocke",0.0,1
"Adam Warlock, Gambit, Groot, Invisible Woman, Magneto, Winter Soldier",1.0,1
"Adam Warlock, Gambit, Groot, Invisible Woman, Mister Fantastic, Psylocke",1.0,1
"Adam Warlock, Gambit, Groot, Invisible Woman, Storm, Thor",1.0,1
"Adam Warlock, Gambit, Groot, Iron Fist, Magneto, Psylocke",1.0,1
"Adam Warlock, Gambit, Groot, Loki, Magneto, Psylocke",1.0,1
"Adam Warlock, Gambit, Groot, Luna Snow, Magneto, Wolverine",1.0,1
"Adam Warlock, Gambit, Groot, Magneto, Phoenix, Rocket Raccoon",0.0,1
"Adam Warlock, Gambit, Groot, Peni Parker, Rocket Raccoon, Venom",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Magneto, Moon Knight, Venom",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Magneto, Phoenix, Psylocke",0.0,1
"Adam Warlock, Gambit, Invisible Woman, Magneto, Spider-Man, Star-Lord",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Magneto, Venom, Winter Soldier",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Magneto, Winter Soldier, Wolverine",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Phoenix, The Thing, Wolverine",1.0,1
"Adam Warlock, Gambit, Invisible Woman, Phoenix, Thor, Winter Soldier",0.0,1
"Adam Warlock, Gambit, Iron Fist, Luna Snow, Magneto, Winter Soldier",0.0,1
"Adam Warlock, Gambit, Iron Fist, Magneto, Mantis, Spider-Man",0.0,1
"Adam Warlock, Gambit, Jeff The Land Shark, Magneto, Peni Parker, Winter Soldier",0.0,1
"Adam Warlock, Gambit, Jeff The Land Shark, Magneto, Star-Lord, Venom",0.0,1
"Adam Warlock, Gambit, Loki, Magik, Magneto, Winter Soldier",1.0,1
"Adam Warlock, Gambit, Loki, Magneto, Psylocke, Star-Lord",0.0,1
"Adam Warlock, Gambit, Magneto, Mantis, Phoenix, Star-Lord",0.0,1
"Adam Warlock, Gambit, Magneto, Mantis, Psylocke, Spider-Man",0.0,1
"Adam Warlock, Gambit, Magneto, Mister Fantastic, Phoenix, Winter Soldier",1.0,1
"Adam Warlock, Gambit, Magneto, Mister Fantastic, Rocket Raccoon, Star-Lord",0.0,1
"Adam Warlock, Gambit, Magneto, Phoenix, Psylocke, Spider-Man",1.0,1
"Adam Warlock, Groot, Hela, Jeff The Land Shark, Mantis, Psylocke",0.0,1
"Adam Warlock, Groot, Invisible Woman, Jeff The Land Shark, Magneto, Star-Lord",1.0,1
"Adam Warlock, Groot, Invisible Woman, Jeff The Land Shark, Peni Parker, Winter Soldier",0.0,1
"Adam Warlock, Groot, Invisible Woman, Loki, Magneto, Winter Soldier",1.0,1
"Adam Warlock, Groot, Invisible Woman, Luna Snow, Magneto, Phoenix",0.0,2
"Adam Warlock, Groot, Invisible Woman, Magneto, Mantis, Phoenix",0.0,1
"Adam Warlock, Groot, Invisible Woman, Magneto, Mantis, Star-Lord",1.0,1
"Adam Warlock, Groot, Invisible Woman, Magneto, Mantis, Winter Soldier",1.0,1
"Adam Warlock, Groot, Loki, Magneto, Mantis, Phoenix",1.0,1
"Adam Warlock, Groot, Loki, Magneto, Mantis, Psylocke",1.0,1
"Adam Warlock, Groot, Loki, Magneto, Phoenix, Rocket Raccoon",0.0,1
"Adam Warlock, Groot, Luna Snow, Magik, Magneto, Moon Knight",1.0,1
"Adam Warlock, Groot, Magneto, Mantis, Moon Knight, Rocket Raccoon",0.0,1
"Adam Warlock, Hawkeye, Loki, Luna Snow, Magneto, Phoenix",0.0,1
"Adam Warlock, Hawkeye, Magneto, Phoenix, Rocket Raccoon, Winter Soldier",0.0,1
"Adam Warlock, Hela, Invisible Woman, Magneto, Psylocke, Rocket Raccoon",1.0,1
"Adam Warlock, Hela, Invisible Woman, Magneto, The Thing, Winter Soldier",0.0,1
"Adam Warlock, Hela, Jeff The Land Shark, Magneto, Mantis, Namor",1.0,1
"Adam Warlock, Hela, Luna Snow, Magneto, Mantis, Mantis",1.0,1
"Adam Warlock, Hela, Luna Snow, Magneto, Mantis, Namor",1.0,1
"Adam Warlock, Hela, Luna Snow, Magneto, Mantis, Psylocke",1.0,1
"Adam Warlock, Hela, Luna Snow, Magneto, Namor, Venom",0.0,1
"Adam Warlock, Hela, Luna Snow, Magneto, Phoenix, Rocket Raccoon",0.0,1
"Adam Warlock, Human Torch, Jeff The Land Shark, Magneto, Spider-Man, Ultron",1.0,1
"Adam Warlock, Invisible Woman, Iron Fist, Magneto, Moon Knight, Spider-Man",0.0,1
"Adam Warlock, Invisible Woman, Jeff The Land Shark, Magneto, Mister Fantastic, Psylocke",0.0,1
"Adam Warlock, Invisible Woman, Jeff The Land Shark, Magneto, Phoenix, Psylocke",1.0,1
"Adam Warlock, Invisible Woman, Jeff The Land Shark, Magneto, Phoenix, Spider-Man",1.0,1
"Adam Warlock, Invisible Woman, Jeff The Land Shark, Magneto, Psylocke, Winter Soldier",1.0,1
"Adam Warlock, Invisible Woman, Loki, Magneto, Mantis, Star-Lord",0.0,1
"Adam Warlock, Invisible Woman, Loki, Mister Fantastic, Spider-Man, Thor",0.0,1
"Adam Warlock, Invisible Woman, Loki, Phoenix, Psylocke, Venom",1.0,1
"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Moon Knight, Spider-Man",0.0,1
"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Moon Knight, Venom",1.0,1
"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Phoenix, Venom",0.0,1
"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Psylocke, Venom",1.0,1
"Adam Warlock, Invisible Woman, Luna Snow, Magneto, Psylocke, Winter Soldier",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Mantis, Phoenix, Venom",0.5,2
"Adam Warlock, Invisible Woman, Magneto, Mantis, Phoenix, Winter Soldier",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Mantis, Psylocke, Spider-Man",1.0,1
"Adam Warlock, Invisible Woman, Magneto, Mantis, Star-Lord, Winter Soldier",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Mister Fantastic, Psylocke, Rocket Raccoon",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Moon Knight, Phoenix, The Punisher",1.0,1
"Adam Warlock, Invisible Woman, Magneto, Phoenix, Psylocke, Winter Soldier",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Phoenix, Rocket Raccoon, The Thing",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Phoenix, The Punisher, Venom",0.0,1
"Adam Warlock, Invisible Woman, Magneto, Rocket Raccoon, Thor, Winter Soldier",0.0,1
"Adam Warlock, Invisible Woman, Moon Knight, Peni Parker, The Punisher, Thor",1.0,1
"Adam Warlock, Iron Fist, Luna Snow, Magneto, Psylocke, Rocket Raccoon",1.0,1
"Adam Warlock, Iron Fist, Luna Snow, Magneto, Psylocke, Thor",0.0,1
"Adam Warlock, Jeff The Land Shark, Magik, Magneto, Rocket Raccoon, Winter Soldier",0.0,1
"Adam Warlock, Jeff The Land Shark, Magneto, Psylocke, Rocket Raccoon, Thor",0.0,1
"Adam Warlock, Jeff The Land Shark, Magneto, Psylocke, Rocket Raccoon, Venom",0.0,1
"Adam Warlock, Loki, Magneto, Mantis, The Punisher, Wolverine",1.0,1
