player_id,hero_name,map_mode,mode_winrate
B4reBackObama,Phoenix,Convoy,0.5714285714285714
B4reBackObama,Phoenix,Domination,0.3333333333333333
B4reBackObama,Psylocke,Convergence,1.0
B4reBackObama,Psylocke,Convoy,0.0
B4reBackObama,Winter Soldier,Convoy,1.0
B4reBackObama,Winter Soldier,Domination,1.0
BadGDPlayer,Angela,Convergence,1.0
BadGDPlayer,Angela,Convoy,0.5
BadGDPlayer,Angela,Domination,0.5
BadGDPlayer,Bruce Banner,Convergence,0.6666666666666666
BadGDPlayer,Bruce Banner,Convoy,0.8333333333333334
BadGDPlayer,Bruce Banner,Domination,0.4
Bayonettа,Captain America,Domination,1.0
Bayonettа,Emma Frost,Domination,1.0
Bayonettа,Gambit,Convoy,1.0
Bayonettа,Gambit,Domination,0.5
Bayonettа,Invisible Woman,Convergence,0.0
Bayonettа,Invisible Woman,Convoy,1.0
Bayonettа,Luna Snow,Convoy,0.0
Bayonettа,Magneto,Convergence,0.5
Bayonettа,Magneto,Convoy,0.5
Bayonettа,Magneto,Domination,0.5
Bayonettа,Phoenix,Convergence,0.0
Bayonettа,Psylocke,Domination,1.0
Bayonettа,Winter Soldier,Convoy,1.0
Bayonettа,Winter Soldier,Domination,1.0
BichiyaI,Cloak & Dagger,Convergence,0.0
BichiyaI,Jeff The Land Shark,Convergence,0.6
BichiyaI,Jeff The Land Shark,Convoy,1.0
BichiyaI,Jeff The Land Shark,Domination,0.8
BichiyaI,Rocket Raccoon,Convoy,0.5
BichiyaI,Rocket Raccoon,Domination,1.0
Blame my ex,Cloak & Dagger,Convergence,0.0
Blame my ex,Cloak & Dagger,Domination,1.0
Blame my ex,Emma Frost,Domination,0.0
Blame my ex,Gambit,Convergence,0.25
Blame my ex,Gambit,Convoy,0.6666666666666666
Blame my ex,Gambit,Domination,0.5
Blame my ex,Invisible Woman,Convoy,0.0
Blame my ex,Invisible Woman,Domination,1.0
Blame my ex,Loki,Convergence,0.3333333333333333
Blame my ex,Loki,Convoy,0.6666666666666666
Blame my ex,Loki,Domination,1.0
Blame my ex,Mantis,Domination,0.0
Blame my ex,Star-Lord,Convoy,1.0
BxbyHarley,Gambit,Convergence,0.0
BxbyHarley,Gambit,Domination,1.0
BxbyHarley,Invisible Woman,Convergence,0.5
BxbyHarley,Invisible Woman,Convoy,0.5
BxbyHarley,Invisible Woman,Domination,1.0
BxbyHarley,Loki,Domination,1.0
BxbyHarley,Luna Snow,Convergence,0.6
BxbyHarley,Luna Snow,Convoy,0.75
BxbyHarley,Luna Snow,Domination,0.0
BxbyHarley,Rocket Raccoon,Convergence,0.0
CH0MBLE,Captain America,Convergence,1.0
CH0MBLE,Captain America,Convoy,0.5
CH0MBLE,Captain America,Domination,0.6666666666666666
CH0MBLE,Groot,Convergence,0.0
CH0MBLE,Groot,Convoy,0.0
CH0MBLE,Groot,Domination,0.5
CH0MBLE,Magneto,Convergence,0.5
CH0MBLE,Magneto,Convoy,0.6666666666666666
CH0MBLE,The Thing,Convoy,0.0
CH0MBLE,Venom,Convergence,0.5
CH0MBLE,Venom,Convoy,0.0
CH0MBLE,Venom,Domination,0.0
CIio,Cloak & Dagger,Convergence,1.0
CIio,Cloak & Dagger,Convoy,1.0
CIio,Gambit,Convergence,0.6666666666666666
CIio,Gambit,Domination,1.0
CIio,Invisible Woman,Convergence,0.8571428571428571
CIio,Invisible Woman,Convoy,0.6
CIio,Invisible Woman,Domination,1.0
CIio,Luna Snow,Convoy,0.0
CIio,Luna Snow,Domination,1.0
CIio,Magneto,Convoy,0.0
CIio,Rocket Raccoon,Convoy,1.0
CIio,The Thing,Domination,0.0
CTG pølly,Angela,Convoy,0.0
CTG pølly,Captain America,Convergence,1.0
CTG pølly,Captain America,Convoy,1.0
CTG pølly,Captain America,Domination,0.6666666666666666
CTG pølly,Emma Frost,Convergence,1.0
CTG pølly,Emma Frost,Convoy,0.0
CTG pølly,Emma Frost,Domination,0.6666666666666666
CTG pølly,Groot,Convergence,0.6666666666666666
CTG pølly,Groot,Domination,0.0
CTG pølly,Magneto,Convergence,1.0
CTG pølly,Magneto,Convoy,1.0
CTG pølly,Magneto,Domination,0.5
CTG pølly,Mantis,Convoy,1.0
CTG pølly,Mantis,Domination,0.0
CTG pølly,Venom,Domination,0.0
CaptainIcеland,Angela,Convergence,0.0
CaptainIcеland,Angela,Convoy,1.0
CaptainIcеland,Angela,Domination,1.0
CaptainIcеland,Captain America,Convergence,0.0
CaptainIcеland,Captain America,Convoy,1.0
CaptainIcеland,Captain America,Domination,1.0
CaptainIcеland,Doctor Strange,Convergence,1.0
CaptainIcеland,Emma Frost,Convergence,0.6666666666666666
CaptainIcеland,Emma Frost,Convoy,1.0
CaptainIcеland,Groot,Convoy,0.6
CaptainIcеland,Groot,Domination,0.3333333333333333
CaptainIcеland,Hela,Convergence,1.0
CaptainIcеland,Magneto,Convoy,0.0
CaptainIcеland,Thor,Domination,1.0
CaptainRex.,Captain America,Convoy,1.0
CaptainRex.,Captain America,Domination,0.5
CaptainRex.,Doctor Strange,Convergence,1.0
CaptainRex.,Emma Frost,Convoy,1.0
CaptainRex.,Emma Frost,Domination,0.0
CaptainRex.,Groot,Convergence,0.6666666666666666
CaptainRex.,Groot,Convoy,1.0
CaptainRex.,Groot,Domination,0.4
CaptainRex.,Hela,Domination,1.0
CaptainRex.,Magneto,Domination,0.0
CaptainRex.,Peni Parker,Convergence,1.0
CaptainRex.,Winter Soldier,Convergence,1.0
CeeDubTee,Captain America,Domination,1.0
CeeDubTee,Emma Frost,Convergence,1.0
CeeDubTee,Emma Frost,Convoy,0.75
CeeDubTee,Emma Frost,Domination,0.0
CeeDubTee,Groot,Convergence,0.5714285714285714
CeeDubTee,Groot,Convoy,0.8
CeeDubTee,Groot,Domination,0.6
CeeDubTee,Luna Snow,Domination,0.0
CeeDubTee ALT,Emma Frost,Convergence,0.5
CeeDubTee ALT,Emma Frost,Convoy,0.6666666666666666
CeeDubTee ALT,Gambit,Convergence,1.0
CeeDubTee ALT,Groot,Convergence,0.5
CeeDubTee ALT,Groot,Convoy,0.6
CeeDubTee ALT,Groot,Domination,0.5
CeeDubTree,Emma Frost,Convergence,0.5
CeeDubTree,Emma Frost,Convoy,1.0
CeeDubTree,Emma Frost,Domination,1.0
CeeDubTree,Groot,Convergence,0.6666666666666666
CeeDubTree,Groot,Convoy,0.6666666666666666
CeeDubTree,Groot,Domination,0.6666666666666666
CeeDubTree,Magneto,Convoy,1.0
Champаgne,Emma Frost,Convergence,1.0
Champаgne,Groot,Convergence,1.0
Champаgne,Hela,Convergence,0.75
Champаgne,Hela,Convoy,0.3333333333333333
Champаgne,Mantis,Convoy,0.0
Champаgne,Phoenix,Convergence,0.5
Champаgne,Phoenix,Convoy,1.0
Champаgne,Psylocke,Convergence,1.0
Champаgne,Psylocke,Convoy,1.0
Champаgne,Psylocke,Domination,0.5
Champаgne,Winter Soldier,Convergence,0.6666666666666666
Champаgne,Winter Soldier,Convoy,0.5
Champаgne,Winter Soldier,Domination,1.0
Cherish,Angela,Convoy,0.0
Cherish,Emma Frost,Convergence,0.5
Cherish,Emma Frost,Convoy,0.6666666666666666
Cherish,Emma Frost,Domination,0.8
Cherish,Gambit,Domination,0.0
Cherish,Magneto,Convergence,1.0
Cherish,Magneto,Convoy,0.0
Cherish,Phoenix,Domination,0.0
Cherish,Rocket Raccoon,Convoy,1.0
ClockN'DragHer,Gambit,Convergence,0.8
ClockN'DragHer,Gambit,Convoy,0.5
ClockN'DragHer,Gambit,Domination,0.6666666666666666
ClockN'DragHer,Invisible Woman,Convergence,0.0
ClockN'DragHer,Invisible Woman,Convoy,0.3333333333333333
ClockN'DragHer,Invisible Woman,Domination,0.6666666666666666
ClockN'DragHer,Luna Snow,Convoy,1.0
ClockN'DragHer,Mantis,Convergence,1.0
ClockN'DragHer,Mantis,Convoy,1.0
ClockN'DragHer,Rocket Raccoon,Domination,0.5
Clos3upMagic,Adam Warlock,Convergence,1.0
Clos3upMagic,Emma Frost,Convoy,0.0
Clos3upMagic,Gambit,Convergence,0.6
Clos3upMagic,Gambit,Convoy,1.0
Clos3upMagic,Gambit,Domination,0.5
Clos3upMagic,Invisible Woman,Convergence,1.0
Clos3upMagic,Rocket Raccoon,Convergence,0.0
Clos3upMagic,Rocket Raccoon,Convoy,0.6666666666666666
Clos3upMagic,Rocket Raccoon,Domination,1.0
Clos3upMagic,Star-Lord,Domination,1.0
Clos3upMagic,Storm,Convergence,0.0
Clos3upMagic,The Punisher,Domination,0.0
Clos3upMagic,The Thing,Domination,1.0
Clos3upMagic,Winter Soldier,Domination,0.0
Clos3upMagic,Wolverine,Domination,1.0
Cognаc,Hela,Convoy,0.0
Cognаc,Hela,Domination,0.0
Cognаc,Magneto,Convergence,1.0
Cognаc,Mantis,Convergence,0.0
Cognаc,Namor,Convergence,0.0
Cognаc,Phoenix,Convergence,0.5
Cognаc,Phoenix,Convoy,1.0
Cognаc,Phoenix,Domination,1.0
Cognаc,Psylocke,Convoy,1.0
Cognаc,Psylocke,Domination,1.0
Cognаc,Star-Lord,Convergence,1.0
Cognаc,Star-Lord,Domination,1.0
Cognаc,Winter Soldier,Convergence,0.5
Cognаc,Winter Soldier,Convoy,0.0
Cognаc,Winter Soldier,Domination,1.0
Cognаc,Wolverine,Convoy,1.0
Cognаc,Wolverine,Domination,1.0
Costco,Black Panther,Convoy,0.0
Costco,Black Panther,Domination,1.0
Costco,Black Widow,Convergence,1.0
Costco,Black Widow,Convoy,0.3333333333333333
Costco,Black Widow,Domination,0.25
Costco,Daredevil,Convergence,0.5
Costco,Daredevil,Convoy,0.0
Costco,Gambit,Domination,1.0
Costco,Jeff The Land Shark,Convergence,1.0
Costco,Luna Snow,Convergence,0.5
Costco,Luna Snow,Domination,0.0
Costco,Magneto,Convergence,0.0
Costco,Psylocke,Domination,0.0
Costco,Star-Lord,Domination,0.0
Costco,Winter Soldier,Convergence,1.0
Costco,Winter Soldier,Convoy,1.0
Daes,Daredevil,Convergence,1.0
Daes,Daredevil,Convoy,0.6666666666666666
Daes,Daredevil,Domination,0.5
Daes,Emma Frost,Convergence,0.0
Daes,Emma Frost,Convoy,0.0
Daes,Groot,Convoy,1.0
Daes,Magneto,Domination,0.0
Daes,Rocket Raccoon,Convergence,1.0
Daes,Star-Lord,Domination,0.0
Daes,Winter Soldier,Convergence,0.0
Daes,Winter Soldier,Domination,0.0
Daes,Wolverine,Convergence,0.3333333333333333
DecaDonald,Invisible Woman,Domination,0.0
DecaDonald,Jeff The Land Shark,Convergence,0.4
DecaDonald,Jeff The Land Shark,Convoy,0.8
DecaDonald,Jeff The Land Shark,Domination,0.8
DecaDonald,Loki,Convergence,1.0
DecaDonald,Loki,Convoy,1.0
DecaDonald,Loki,Domination,0.0
DecaDonald,Rocket Raccoon,Convergence,0.0
DecaDonald,Rocket Raccoon,Domination,1.0
DecaDonald,Venom,Domination,1.0
DihDevil69420,Emma Frost,Convergence,0.0
DihDevil69420,Emma Frost,Convoy,1.0
DihDevil69420,Hela,Convergence,1.0
DihDevil69420,Namor,Convergence,1.0
DihDevil69420,Phoenix,Domination,0.5
DihDevil69420,Psylocke,Convergence,1.0
DihDevil69420,Psylocke,Domination,0.5
DihDevil69420,Rocket Raccoon,Convergence,0.0
DihDevil69420,Spider-Man,Convergence,0.25
DihDevil69420,Spider-Man,Convoy,1.0
DihDevil69420,Spider-Man,Domination,0.75
DihDevil69420,Star-Lord,Convoy,1.0
DihDevil69420,Winter Soldier,Convoy,1.0
Doomеd,Blade,Convergence,1.0
Doomеd,Daredevil,Convergence,0.5
Doomеd,Daredevil,Convoy,1.0
Doomеd,Daredevil,Domination,0.0
Doomеd,Doctor Strange,Convoy,0.0
Doomеd,Doctor Strange,Domination,1.0
Doomеd,Jeff The Land Shark,Convergence,0.0
Doomеd,Magneto,Convergence,1.0
Doomеd,Magneto,Convoy,1.0
Doomеd,Magneto,Domination,1.0
Doomеd,Phoenix,Convergence,0.5
Doomеd,Phoenix,Convoy,0.0
Doomеd,Psylocke,Convoy,1.0
Doomеd,Psylocke,Domination,0.0
Doomеd,Star-Lord,Convoy,1.0
Doomеd,Wolverine,Convergence,1.0
Doomеd,Wolverine,Convoy,0.5
ENVY shpeediry,Daredevil,Convergence,0.5
ENVY shpeediry,Daredevil,Convoy,0.3333333333333333
ENVY shpeediry,Daredevil,Domination,1.0
ENVY shpeediry,Human Torch,Domination,1.0
ENVY shpeediry,Mantis,Convoy,1.0
ENVY shpeediry,Namor,Convoy,1.0
ENVY shpeediry,Phoenix,Convoy,0.0
ENVY shpeediry,Phoenix,Domination,0.0
ENVY shpeediry,Psylocke,Convergence,1.0
ENVY shpeediry,Psylocke,Convoy,0.5
ENVY shpeediry,Psylocke,Domination,0.3333333333333333
ENVY shpeediry,Star-Lord,Convergence,1.0
ENVY shpeediry,Star-Lord,Domination,0.5
ENVY shpeediry,Wolverine,Convergence,0.0
ENVY shpeediry,Wolverine,Domination,1.0
EatingPizzaRn,Blade,Convoy,0.0
EatingPizzaRn,Daredevil,Convergence,1.0
EatingPizzaRn,Daredevil,Convoy,0.6666666666666666
EatingPizzaRn,Daredevil,Domination,0.5
EatingPizzaRn,Iron Fist,Convergence,1.0
EatingPizzaRn,Iron Fist,Convoy,1.0
EatingPizzaRn,Iron Fist,Domination,1.0
EatingPizzaRn,Magneto,Domination,1.0
EatingPizzaRn,Mister Fantastic,Convergence,1.0
EatingPizzaRn,Mister Fantastic,Convoy,0.0
EatingPizzaRn,Mister Fantastic,Domination,0.5
EatingPizzaRn,Winter Soldier,Convergence,0.3333333333333333
EatingPizzaRn,Winter Soldier,Convoy,1.0
EatingPizzaRn,Winter Soldier,Domination,1.0
Eliraf,Adam Warlock,Domination,1.0
Eliraf,Hela,Convergence,0.0
Eliraf,Hela,Domination,1.0
Eliraf,Magneto,Convergence,0.0
Eliraf,Mantis,Convergence,1.0
Eliraf,Mantis,Convoy,1.0
Eliraf,Phoenix,Convergence,1.0
Eliraf,Phoenix,Convoy,0.5555555555555556
Eliraf,Phoenix,Domination,0.5
Eliraf,Psylocke,Convergence,0.0
Eliraf,Rocket Raccoon,Convergence,1.0
Eliraf,Star-Lord,Convergence,1.0
Envy Lopez,Groot,Convergence,1.0
Envy Lopez,Groot,Convoy,0.45454545454545453
Envy Lopez,Groot,Domination,0.75
Envy Lopez,Magneto,Domination,0.0
EpicSauce,Gambit,Convergence,0.0
EpicSauce,Gambit,Convoy,0.3333333333333333
EpicSauce,Invisible Woman,Convergence,1.0
EpicSauce,Invisible Woman,Domination,0.8571428571428571
EpicSauce,Jeff The Land Shark,Convoy,1.0
EpicSauce,Loki,Convergence,0.0
EpicSauce,Loki,Convoy,1.0
EpicSauce,Luna Snow,Convoy,1.0
EpicSauce,Magneto,Convoy,1.0
EpicSauce,Mantis,Convergence,1.0
EpicSauce,Mantis,Convoy,1.0
EpicSauce,Mantis,Domination,1.0
EpicSauce,Rocket Raccoon,Convergence,0.0
EpicSauce,Rocket Raccoon,Convoy,1.0
EpicSauce,Rocket Raccoon,Domination,1.0
EpicSauce,Winter Soldier,Convoy,1.0
Esfoy,Cloak & Dagger,Domination,1.0
Esfoy,Emma Frost,Domination,0.0
Esfoy,Gambit,Convoy,0.0
Esfoy,Invisible Woman,Convergence,0.75
Esfoy,Invisible Woman,Domination,0.5
Esfoy,Jeff The Land Shark,Convoy,1.0
Esfoy,Jeff The Land Shark,Domination,0.5
Esfoy,Luna Snow,Convoy,0.0
Esfoy,Magneto,Convoy,0.5
Esfoy,Magneto,Domination,1.0
Esfoy,Rocket Raccoon,Convergence,1.0
Esfoy,Rocket Raccoon,Convoy,0.3333333333333333
Esfoy,Rocket Raccoon,Domination,1.0
Evil GomaKazi,Black Panther,Convergence,1.0
Evil GomaKazi,Hawkeye,Convoy,0.5
Evil GomaKazi,Hela,Convergence,1.0
Evil GomaKazi,Hela,Convoy,1.0
Evil GomaKazi,Hela,Domination,1.0
Evil GomaKazi,Moon Knight,Convoy,0.0
Evil GomaKazi,Phoenix,Convergence,0.0
Evil GomaKazi,Psylocke,Convergence,1.0
Evil GomaKazi,Psylocke,Convoy,0.8333333333333334
Evil GomaKazi,Psylocke,Domination,1.0
Evil GomaKazi,Spider-Man,Convergence,0.0
Evil GomaKazi,Spider-Man,Domination,1.0
Evil GomaKazi,Star-Lord,Convergence,0.0
Evil GomaKazi,The Punisher,Convoy,1.0
Evil GomaKazi,Winter Soldier,Convergence,0.0
Evil GomaKazi,Winter Soldier,Domination,0.0
FIyingElite,Gambit,Convoy,0.0
FIyingElite,Hela,Convergence,0.6666666666666666
FIyingElite,Hela,Convoy,1.0
FIyingElite,Hela,Domination,0.6666666666666666
FIyingElite,Namor,Domination,0.0
FIyingElite,Phoenix,Convergence,1.0
FIyingElite,Phoenix,Convoy,1.0
FIyingElite,Phoenix,Domination,0.5
FIyingElite,Psylocke,Convoy,1.0
FIyingElite,Star-Lord,Convergence,1.0
FIyingElite,Winter Soldier,Convergence,1.0
FIyingElite,Winter Soldier,Convoy,0.0
FLAМЕ,Angela,Convoy,1.0
FLAМЕ,Angela,Domination,1.0
FLAМЕ,Emma Frost,Convoy,1.0
FLAМЕ,Gambit,Convergence,1.0
FLAМЕ,Gambit,Domination,0.0
FLAМЕ,Invisible Woman,Convergence,0.5
FLAМЕ,Invisible Woman,Convoy,0.6666666666666666
FLAМЕ,Invisible Woman,Domination,1.0
FLAМЕ,Loki,Domination,0.0
FLAМЕ,Magneto,Convoy,0.5
FLAМЕ,Mantis,Convoy,0.0
FLAМЕ,Star-Lord,Convergence,1.0
FLAМЕ,Winter Soldier,Convergence,0.0
FLAМЕ,Winter Soldier,Convoy,1.0
FLAМЕ,Winter Soldier,Domination,0.0
FLY Veswa,Emma Frost,Convergence,0.0
FLY Veswa,Emma Frost,Convoy,0.0
FLY Veswa,Groot,Convergence,0.5
FLY Veswa,Magneto,Convergence,0.5
FLY Veswa,Magneto,Convoy,0.75
FLY Veswa,Magneto,Domination,0.75
FLY Veswa,Venom,Convergence,0.5
FLY Veswa,Venom,Convoy,0.0
Falcon 67,Gambit,Convergence,1.0
Falcon 67,Gambit,Domination,0.0
Falcon 67,Hawkeye,Convergence,0.5
Falcon 67,Hawkeye,Convoy,0.3333333333333333
Falcon 67,Hawkeye,Domination,0.5
Falcon 67,Invisible Woman,Convoy,1.0
Falcon 67,Invisible Woman,Domination,1.0
Falcon 67,Mantis,Convergence,1.0
Falcon 67,Mantis,Convoy,1.0
Falcon 67,Mantis,Domination,0.3333333333333333
Falcon 67,Peni Parker,Convergence,1.0
Falcon 67,Peni Parker,Convoy,1.0
Falcon 67,Rocket Raccoon,Convergence,0.5
FamineDevil,Emma Frost,Convergence,1.0
FamineDevil,Emma Frost,Convoy,1.0
FamineDevil,Emma Frost,Domination,0.5
FamineDevil,Phoenix,Convergence,0.5
FamineDevil,Phoenix,Domination,1.0
FamineDevil,Psylocke,Convergence,1.0
FamineDevil,Psylocke,Convoy,0.875
FamineDevil,Psylocke,Domination,0.6666666666666666
FamineDevil,Star-Lord,Convergence,0.0
FamineDevil,Star-Lord,Convoy,1.0
FamineDevil,Star-Lord,Domination,1.0
Farthy,Emma Frost,Convergence,1.0
Farthy,Emma Frost,Convoy,0.6666666666666666
Farthy,Emma Frost,Domination,0.5
Farthy,Winter Soldier,Convergence,0.6
Farthy,Winter Soldier,Convoy,0.5
Farthy,Winter Soldier,Domination,0.75
Farthy,Wolverine,Convergence,0.5
Farthy,Wolverine,Convoy,1.0
Farthy,Wolverine,Domination,1.0
Fidel,Gambit,Convergence,0.0
